strategy,date,quantile,e_start,e_end,plan_kwh,emergency_kwh,load_kwh,plan_cost,emergency_cost,total_cost,pv_spill_kwh,paid_grid_spill_kwh,charge_kwh,discharge_kwh,emergency_slots,solver,solve_seconds
q0.8,2025-08-18,0.8,6324.848943238095,6427.944927740741,72303.82304389423,121.4869852380956,135710.1747166666,45969.36936558474,825.1274236616691,46794.496789246405,1970.9841489476787,2136.7961877542502,20161.198366901837,16237.784291138098,4,LP,0.004933000018354505
q0.8,2025-08-19,0.8,6427.944927740741,6330.065646301586,72089.27828671227,186.35381571428536,135364.48288333326,45912.11572271041,1257.114280749045,47169.23000345945,2712.4827261963533,1828.7362095590775,18446.54984192828,15029.796725257145,5,LP,0.004807000019354746
q0.8,2025-08-20,0.8,6330.065646301586,6173.4733014973535,71557.50300860581,3413.7977662523817,135048.05366666662,45575.24710707517,21478.21067650608,67053.45778358124,0.0,902.8208332098834,18730.115712134037,15312.326837152379,11,LP,0.005553299997700378
q0.8,2025-08-21,0.8,6173.4733014973535,6572.363628132275,72892.66275454439,11.158915238094892,134971.79889999994,46292.21725273495,76.38346270261667,46368.60071543756,1269.0672333333332,1822.4199045914147,18994.288181857726,15026.372133333334,2,LP,0.005392099992604926
q0.8,2025-08-22,0.8,6572.363628132275,10800.0,72473.76622733097,0.0,90531.73040000003,46069.21106670018,0.0,46069.21106670018,24411.137456995886,20441.124314126984,13610.85432382716,7219.919267619048,0,LP,0.005789699993329123
q0.8,2025-08-23,0.8,10800.0,10800.0,68357.50114691358,0.0,89697.14623333332,44507.89766062709,0.0,44507.89766062709,22497.895220164613,21675.199759570845,8707.368511463843,7052.968494285715,0,LP,0.004871700017247349
q0.8,2025-08-24,0.8,10800.0,6205.752871582009,69221.7767153439,0.0,135068.0714,44931.1433057986,0.0,44931.1433057986,3773.952207742508,3002.2861989476764,14983.006531034685,16271.057705714287,0,LP,0.005117299995617941
q0.8,2025-08-25,0.8,6205.752871582009,6249.103510878306,74460.22886600235,1224.276812419038,134511.61374999996,47261.01928269794,8447.983544934727,55709.002827632656,0.0,1041.8112416578504,20161.009709106413,16291.402289009535,2,LP,0.004960100020980462
q0.8,2025-08-26,0.8,6249.103510878306,6659.638941216932,75339.66945216931,11.545638571428867,134368.9639333333,47773.637567175814,77.86854136024009,47851.50610853606,1938.7246730452691,3622.055935561428,20484.916902610235,16223.300803809529,2,LP,0.005892099987249821
q0.8,2025-08-27,0.8,6659.638941216932,6362.660094015869,74888.26760588477,1.6508690476190395,133788.38209999996,47608.746175652326,11.15409672023804,47619.90027237256,1250.0330451969437,2016.9389952439742,20926.729106872423,17217.93153904762,1,LP,0.005758199986303225
q0.8,2025-08-28,0.8,6362.660094015869,6383.732324227512,74787.39248385654,754.7805734047527,134543.81656666673,47631.75803597079,5248.50360440346,52880.26164037425,0.0,874.1667738977067,20427.612067577902,16527.400767547635,4,LP,0.0050073000020347536
q0.8,2025-08-29,0.8,6383.732324227512,10800.0,75760.33367016459,0.0,88328.33255000002,48117.857670538,0.0,48117.857670538,21746.1501744856,24637.255979541456,14984.559252328045,8162.852086190475,0,LP,0.004961699974955991
q0.8,2025-08-30,0.8,10800.0,10800.0,71110.77756643739,0.0,89025.08758333338,46152.391675393286,0.0,46152.391675393286,27025.00427119341,23884.742952010583,8885.844788947676,7197.534279047619,0,LP,0.005629399995086715
q0.8,2025-08-31,0.8,10800.0,6611.976598010581,70492.63561951795,21.920979999999986,133365.3598333333,45906.69811051477,152.9207564799999,46059.618866994766,2121.550678295125,2581.4961171134696,15442.672539823627,16277.785819047618,1,LP,0.005497700010892004
q0.8,2025-09-01,0.8,6611.976598010581,9582.547133772485,75665.4246619753,0.0,121263.61926666668,48085.98028029579,0.0,48085.98028029579,4609.719049053506,11134.422767848322,19334.920155549677,12987.77184380952,0,LP,0.005028099985793233
q0.8,2025-09-02,0.8,9582.547133772485,9057.053483296293,69757.08852816578,0.0,121532.82415000007,44901.02109801919,0.0,44901.02109801919,3211.135983333334,9581.955094432684,17785.188872780724,14878.947272380956,0,LP,0.005150200013304129
q0.8,2025-09-03,0.8,9057.053483296293,8535.625490095235,68620.21452078191,0.0,121433.71643333333,43877.71214296018,0.0,43877.71214296018,3514.8242999999993,7008.740690217519,15885.355128659623,13336.42284809524,0,LP,0.005082199990283698
q0.8,2025-09-04,0.8,8535.625490095235,8111.885439216934,66879.9770714991,0.0,121061.17303333328,42579.18845366265,0.0,42579.18845366265,3881.9569666666666,6050.415693680186,17912.657404961792,14890.618543809525,0,LP,0.00523450001492165
q0.8,2025-09-05,0.8,8111.885439216934,10800.0,64789.33526399752,0.0,75132.98044999999,41222.182860912915,0.0,41222.182860912915,28794.342104320993,24519.224830875835,11748.439775943561,7096.933113809523,0,LP,0.006170400010887533
q0.8,2025-09-06,0.8,10800.0,10800.0,59616.437882827755,0.0,75826.37416666665,38488.13322736873,0.0,38488.13322736873,27503.794532098764,22611.970053356854,9366.261038800709,7586.671441428572,0,LP,0.005141500005265698
q0.8,2025-09-07,0.8,10800.0,6773.785879857142,58078.0051528289,0.0,120781.00903333336,37317.74719646887,0.0,37317.74719646887,958.5940979365104,2838.2987555496766,15493.270477918872,16173.141795242856,0,LP,0.0050937999913003296
q0.8,2025-09-08,0.8,6773.785879857142,5962.209675661374,60790.2744499857,1792.7403562888885,121400.59243333335,37869.376423556605,12096.477602111792,49965.8540256684,0.0,307.04990961198894,19004.283932134036,16123.888568804758,8,LP,0.0047660999989602715
q0.8,2025-09-09,0.8,5962.209675661374,6174.06518064021,62956.067465385066,186.26969205714477,121082.23558333333,39069.336296682675,1298.8739173406418,40368.21021402332,4225.216744591421,1838.628000770138,19920.990478594944,15945.332333180952,2,LP,0.005487199989147484
q0.8,2025-09-10,0.8,6174.06518064021,6078.865709571427,62292.52506176533,2903.230431899997,121274.78848333338,38809.025093338554,18200.016630000267,57009.04172333882,0.0,256.5013776190484,19520.71047372722,15897.455007680957,14,LP,0.004874800011748448
q0.8,2025-09-11,0.8,6078.865709571427,6407.583655037037,63635.832377813065,6.071666666666715,120746.77835000001,39462.16257966174,40.929105000000334,39503.09168466173,3755.336890681954,2140.151592945328,20813.07171894768,16562.741941428565,1,LP,0.004916600009892136
q0.8,2025-09-12,0.8,6407.583655037037,10800.0,63027.34330919458,0.0,75687.22711666669,39141.22629530642,0.0,39141.22629530642,24571.618155967088,20118.50431513228,14907.31540857143,8121.750770476191,0,LP,0.004891099990345538
q0.8,2025-09-13,0.8,10800.0,10800.0,58889.13341443856,0.0,75063.58311666665,37503.00223220907,0.0,37503.00223220907,28206.43829753087,20810.507793644916,9816.2412627866,7951.155422857144,0,LP,0.005731900018872693
q0.8,2025-09-14,0.8,10800.0,5978.517552915343,58927.299108882995,252.59041159047524,121237.69566666667,37593.03744398156,1640.017494132298,39233.054938113855,0.0,390.7082845561408,15943.10888575545,17253.252399838093,3,LP,0.004973899980541319
q0.8,2025-09-15,0.8,5978.517552915343,6180.240223677249,65426.99988526749,16.077191428569904,120760.02988333338,40471.40892096436,111.87384928903697,40583.2827702534,3062.6913380305705,2991.4394422398523,21791.396102139915,17469.480439047613,2,LP,0.005033199995523319
q0.8,2025-09-16,0.8,6180.240223677249,5960.3212729788365,64466.738161163994,93.21782285714278,121843.35746666664,40047.1287509997,638.7638544338091,40685.89260543351,692.6143384479709,611.9131546266923,20850.45033285126,17086.791825238095,3,LP,0.00529669999377802
q0.8,2025-09-17,0.8,5960.3212729788365,6030.715905042328,65947.67609097589,7.62916666666672,120924.79499999994,40834.81273412865,34.70889375000024,40869.521627878654,0.0,1793.1831556848952,21782.360700529094,17580.35699857143,1,LP,0.00522859999909997
q0.8,2025-09-18,0.8,6030.715905042328,6163.347022608464,65328.24397910637,174.729962761904,120804.1163666667,40527.40022448786,1045.439177964709,41572.83940245256,368.8734315285104,1942.8657217695409,21662.187716284534,17427.004044380952,5,LP,0.00493669998832047
q0.8,2025-09-19,0.8,6163.347022608464,10800.0,66012.64376483834,0.0,75287.12646666665,40992.09460627214,0.0,40992.09460627214,20974.47246487948,21903.566373997644,15054.025945485011,8020.773336190477,0,LP,0.005267299973638728
q0.8,2025-09-20,0.8,10800.0,10800.0,61516.99435592003,0.0,75330.72763333337,39246.08255328424,0.0,39246.08255328424,21415.387672569075,22499.969725349787,10295.806445620223,8339.603220952382,0,LP,0.0048574999964330345
q0.8,2025-09-21,0.8,10800.0,6164.117412857142,62614.298316843044,22.77890022857307,120862.2829833333,39932.57902648653,98.26804808459836,40030.84707457113,2668.96388542034,3106.2480418577325,14456.169130993534,15881.791324533338,2,LP,0.005153800011612475
q0.8,2025-09-22,0.8,6164.117412857142,6005.958599550267,67575.96007343913,19.555900000000065,121218.04173333335,41941.483751508844,131.78740035000044,42073.27115185884,2178.599033333333,1012.4051160787736,20699.130908788942,16908.638968095238,2,LP,0.004740000003948808
q0.8,2025-09-23,0.8,6005.958599550267,6186.501180857142,68258.92060576133,586.6419428904734,121182.28133333329,42287.28229546617,3891.765458708234,46179.047754174404,1072.5979244738412,1438.242112298649,21345.361080893577,17127.25415234762,5,LP,0.0048513000074308366
q0.8,2025-09-24,0.8,6186.501180857142,6323.952426973546,68609.70735032333,85.5844128999978,121014.19341666662,42681.99059230146,417.0262732302224,43099.01686553167,1591.1139971428565,1826.0186249323942,21532.77852443856,17317.84448329047,3,LP,0.005096400011098012
q0.8,2025-09-25,0.8,6323.952426973546,6043.584133793653,68570.52181049972,15.37166666666667,120546.34715000007,42658.63504869148,103.4974316666667,42762.13248035815,2312.1534999999994,2300.2615655144127,20475.584081651963,16837.55457,1,LP,0.005072300002211705
q0.8,2025-09-26,0.8,6043.584133793653,10800.0,68822.95854589062,0.0,74194.35371666666,42753.04147419925,0.0,42753.04147419925,19387.60372707231,24564.021157642568,15243.76779784244,8066.6776366666645,0,LP,0.004639999999199063
q0.8,2025-09-27,0.8,10800.0,10796.865782539682,63772.16452303352,0.0,75945.77174999997,40702.21046267033,0.0,40702.21046267033,21027.274033568494,22993.493297184003,10278.503884185768,8328.40894190476,0,LP,0.0046196999901439995
q0.8,2025-09-28,0.8,10796.865782539682,6176.084657190476,64097.366314950035,154.8650201666639,120389.61958333332,40859.38122132445,750.9217876749865,41610.30300899944,0.0,1715.0605617401584,16885.497997495586,17835.956390785723,4,LP,0.0048682999913580716
q0.8,2025-09-29,0.8,6176.084657190476,6144.644870021164,70171.27006086419,71.08708428571447,121111.41479999997,43573.354083746795,432.0463420109537,44005.40042575775,1019.1265358024635,2392.0730459788315,21576.640904320997,17505.374940952384,3,LP,0.005170999997062609
q0.8,2025-09-30,0.8,6144.644870021164,6257.465201973546,70740.30948496769,269.4439584523788,120916.45506666665,44014.17337431475,1682.1454046258043,45696.31877894055,48.82875523809278,1162.9255872839506,22496.24229196943,18120.417957738096,6,LP,0.004644700005883351
q0.8,2025-10-01,0.8,6257.465201973546,8059.397763761904,71484.6462816108,0.0,117218.45471666665,44528.42280975864,0.0,44528.42280975864,7045.770030852446,9482.416495520283,19332.625875238093,14037.687653333332,0,LP,0.004791899991687387
q0.8,2025-10-02,0.8,8059.397763761904,8091.500361380956,67859.15117902408,0.0,117231.7097833333,42533.46835601173,0.0,42533.46835601173,5465.157732704289,7065.4522637977725,18783.50383156967,15185.745765714284,0,LP,0.00498710002284497
q0.8,2025-10-03,0.8,8091.500361380956,10800.0,66557.23073742504,0.0,71524.19113333334,41585.21611966862,0.0,41585.21611966862,26849.185665196947,27105.49827011757,12356.544354491469,7571.151252380951,0,LP,0.004929000017000362
q0.8,2025-10-04,0.8,10800.0,10800.0,62131.47821911816,0.0,72397.41483333331,39389.664064059085,0.0,39389.664064059085,22233.59736651969,24974.95022266313,9615.516824221048,7788.56862761905,0,LP,0.005079800001112744
q0.8,2025-10-05,0.8,10800.0,7145.447470047618,61438.08206332155,0.0,117604.42090000003,38849.422480840905,0.0,38849.422480840905,3600.264692345684,3493.0732871193386,15252.00154814227,15643.218530952383,0,LP,0.004913599987048656
q0.8,2025-10-06,0.8,7145.447470047618,6644.110953777778,64184.92987634334,0.0,117896.13613333333,39632.098418209695,0.0,39632.098418209695,1789.4775842680783,1366.91828516755,19719.09274500293,16423.66798809524,0,LP,0.004610199976013973
q0.8,2025-10-07,0.8,6644.110953777778,6622.780701164024,63681.93577864782,65.83738389523688,117357.17863333324,39080.6722988014,317.1869560876035,39397.859254889,540.6629028571389,1428.6627036507923,21189.9041230923,17183.01956705714,3,LP,0.004874300007941201
q0.8,2025-10-08,0.8,6622.780701164024,6355.809156910052,62597.797563151085,0.0,117391.06235000005,38230.44092534466,0.0,38230.44092534466,1090.7830990299892,1317.6032798882945,20795.73635470899,17084.82083714285,0,LP,0.004848000011406839
q0.8,2025-10-09,0.8,6355.809156910052,6329.7070057936535,63598.47066579072,0.0,117432.9897333333,38773.38309555126,0.0,38773.38309555126,2383.020387542618,1479.7279525808365,21048.592517572022,17072.85187523809,0,LP,0.005374700005631894
q0.8,2025-10-10,0.8,6329.7070057936535,10800.0,64255.37055924162,0.0,72371.53011666666,39225.5090459048,0.0,39225.5090459048,26589.87738089359,21479.513561793054,14837.394763697821,7995.026063809523,0,LP,0.004578799998853356
q0.8,2025-10-11,0.8,10800.0,10800.0,59502.97332967075,0.0,71790.96475,37367.642678567274,0.0,37367.642678567274,21805.484509641392,21618.555945008822,10382.206798353907,8409.587506666665,0,LP,0.004976399999577552
q0.8,2025-10-12,0.8,10800.0,6061.951067645498,59647.40797038214,20.929933333333338,117709.38418333342,37504.4678705034,98.03580773333336,37602.50367823674,933.227036990011,1495.413072945321,15731.504471399183,17006.762660952383,1,LP,0.005266599997412413
q0.8,2025-10-13,0.8,6061.951067645498,6154.638053497355,65207.61091542623,14.338278571426258,117677.75383333332,39888.35545727911,100.02383131426957,39988.37928859338,2278.819594726631,1782.8613480246934,21312.91928410347,17180.046332857142,1,LP,0.004577600018819794
q0.8,2025-10-14,0.8,6154.638053497355,6039.505753137564,64991.53156216934,540.9420672761876,118032.22918333327,39821.161225690936,3022.655309368367,42843.816535059304,0.0,759.4057060376283,21593.987949465023,17594.74930939049,5,LP,0.004640800005290657
q0.8,2025-10-15,0.8,6039.505753137564,6161.712917142856,65714.31084018812,650.3288808714179,117342.48076666666,40330.272041055294,4481.985928353668,44812.25796940896,0.0,361.19188088182887,20912.830224068202,16829.406033890486,3,LP,0.004977899981895462
q0.8,2025-10-16,0.8,6161.712917142856,6348.410747619048,66317.1496336155,1510.721004089237,117733.27633333336,40690.25718621039,10228.538688674482,50918.79587488486,0.0,529.4556028571367,21915.337039047616,17583.394954200005,6,LP,0.004870300006587058
q0.8,2025-10-17,0.8,6348.410747619048,10800.0,67239.8253700529,0.0,71943.17253333335,41313.97666811533,0.0,41313.97666811533,20917.204470922985,23517.81801771898,14706.174934744267,7905.571369999998,0,LP,0.004780100018251687
q0.8,2025-10-18,0.8,10800.0,10800.0,63261.82849860082,0.0,71656.70145000001,39780.98878729487,0.0,39780.98878729487,21156.49015499118,24211.95146228688,9562.07165608465,7745.278041428571,0,LP,0.00473079999210313
q0.8,2025-10-19,0.8,10800.0,6083.1123966349205,63567.01812479714,1129.6870180190497,117991.24738333332,39921.124015697314,7736.721458581088,47657.845474278394,544.2716342445601,1334.4126019517971,16723.669559553204,17791.371186266664,5,LP,0.004588699986925349
q0.8,2025-10-20,0.8,6083.1123966349205,6040.81885015344,69857.26049994711,864.2549262047617,117903.31865000003,42866.1607317751,4266.8161397792,47132.976871554296,0.0,2164.777290464424,21863.26295186362,17747.30718284285,7,LP,0.00472329999320209
q0.8,2025-10-21,0.8,6040.81885015344,6165.104637772484,71112.29144184009,310.2685967285676,117800.84898333332,43676.47767324456,1488.882849588282,45165.36052283284,0.0,608.5729687771885,22313.41321544385,17962.00749565239,4,LP,0.004765899997437373
q0.8,2025-10-22,0.8,6165.104637772484,6119.47360978836,71844.87397781305,991.4089222238092,117671.98653333336,44105.191564450375,4793.06070166065,48898.25226611103,822.4087842857115,2378.41788547325,21692.77608138742,17612.216551109526,7,LP,0.0053703000012319535
q0.8,2025-10-23,0.8,6119.47360978836,6436.2593888994725,72538.85152044678,0.0,117212.01551666661,44625.08196400441,0.0,44625.08196400441,1049.53975,3591.324469124046,22280.963509417983,17762.47324142857,0,LP,0.004870599979767576
q0.8,2025-10-24,0.8,6436.2593888994725,10800.0,72309.65632901233,0.0,72135.5185333333,44536.79158565872,0.0,44536.79158565872,20737.134778900647,26459.591378265715,14555.33107994121,7862.451624761903,0,LP,0.005174299993086606
q0.8,2025-10-25,0.8,10800.0,10800.0,67848.3456847854,0.0,72042.78699999997,42824.85128961667,0.0,42824.85128961667,19931.412482727803,26730.851595778957,9408.67827865961,7621.029405714284,0,LP,0.004838799999561161
q0.8,2025-10-26,0.8,10800.0,6443.576736793648,68371.53677798357,0.0,117422.34435000003,43233.45749615599,0.0,43233.45749615599,1304.9157147501544,3356.1830149441435,16246.878781622576,17080.75275,0,LP,0.004701699974248186
q0.8,2025-10-27,0.8,6443.576736793648,6051.540504931216,73049.65651000585,276.6069525503892,117790.56431666661,45095.81787911512,1884.354713791515,46980.17259290664,1604.457496161079,4461.186479976488,21373.002254885352,17664.964435133326,2,LP,0.0048590999795123935
q0.8,2025-10-28,0.8,6051.540504931216,6246.487471492064,73443.64072115815,0.0,117514.14480000001,45315.9340005461,0.0,45315.9340005461,435.38838368018935,2606.235321481488,22390.226558377424,17960.631242380954,0,LP,0.004668000008678064
q0.8,2025-10-29,0.8,6246.487471492064,6106.271662550265,72875.69245885947,1264.7720743761945,117721.61451666661,45041.40092532668,8015.195679584302,53056.59660491098,0.0,723.2778682304515,22269.074173962355,18164.14430895714,10,LP,0.004847700009122491
q0.8,2025-10-30,0.8,6106.271662550265,6343.246267783071,74224.73688735448,3.641833333333352,116916.07056666665,45879.06912201621,17.058347333333423,45896.12746934954,1472.529674850088,3551.3184742798344,22123.346193938858,17706.633272380946,1,LP,0.004502299998421222
q0.8,2025-10-31,0.8,6343.246267783071,10800.0,74211.84884041148,0.0,71748.98903333335,45965.29591749913,0.0,45965.29591749913,15849.056783315695,27675.931659006466,14586.789328565546,7804.220997142854,0,LP,0.005039200012106448
q0.8,2025-11-01,0.8,10800.0,10800.0,70066.00657821281,0.0,71974.20948333332,44433.76923431388,0.0,44433.76923431388,17447.943511105233,28334.87437592005,9153.422409758965,7414.272151904762,0,LP,0.004855900013353676
q0.8,2025-11-02,0.8,10800.0,6174.930664486773,70526.28343594764,130.89438428571555,117843.23631666665,44726.693097946496,913.1192247771517,45639.81232272365,256.03645324514576,2315.7130008112827,18166.351762134043,18877.307329290477,1,LP,0.004725399980088696
q0.8,2025-11-03,0.8,6174.930664486773,6340.427901603173,76374.85792778133,0.0,117808.91503333332,47471.75734206092,0.0,47471.75734206092,530.70245,2029.9946589065164,21896.226432298638,17586.995896757147,0,LP,0.004947300010826439
q0.8,2025-11-04,0.8,6340.427901603173,6092.348471142857,77192.20131546316,123.22263708571495,117396.61073333328,48004.51459639529,727.7788481198814,48732.29344451517,1093.9183129806008,4829.909600264551,21235.76575465608,17424.24174868572,4,LP,0.004923200001940131
q0.8,2025-11-05,0.8,6092.348471142857,6456.851730201059,77534.87152369524,0.0,117764.4076166667,48213.35649257102,0.0,48213.35649257102,712.3265191769488,2531.770484638452,22551.06063189888,17938.306178685714,0,LP,0.0047734999970998615
q0.8,2025-11-06,0.8,6456.851730201059,6196.862401111106,77122.88504861946,524.5507879809564,117713.09413333329,48021.35161960416,2571.090290261553,50592.44190986571,0.0,2189.348175208698,22749.96582932981,18661.462717938095,6,LP,0.005181899992749095
q0.8,2025-11-07,0.8,6196.862401111106,10800.0,78620.35672704161,0.0,72212.37866666667,49035.58257004121,0.0,49035.58257004121,17294.55645823045,31129.647055914153,14394.039950335113,7516.348520771429,0,LP,0.004864399990765378
q0.8,2025-11-08,0.8,10800.0,10800.0,73434.23473617142,0.0,72034.86681666666,46889.78312991318,0.0,46889.78312991318,16544.619778600827,31457.04307119929,8638.762033533218,6997.397247161908,0,LP,0.004794200009200722
q0.8,2025-11-09,0.8,10800.0,6218.241321465609,73609.68702283812,0.0,117877.6701666666,47037.94451041728,0.0,47037.94451041728,612.6961000000001,2489.0665918988857,17287.84188572016,18126.73473811429,0,LP,0.007525299995904788
q0.8,2025-11-10,0.8,6218.241321465609,6096.395661428571,79033.96738233503,7.605470876187837,118420.10276666663,49396.85711433033,29.52443794136118,49426.38155227169,137.33407223397893,774.820808495004,23055.97877113461,18785.00389865238,1,LP,0.006473599991295487
q0.8,2025-11-11,0.8,6096.395661428571,6167.657657767199,79988.99212771907,0.0,117957.86745000003,50111.30686700548,0.0,50111.30686700548,426.71609999999976,3788.4593279071087,21845.58545495003,17630.788421804762,0,LP,0.00624489999609068
q0.8,2025-11-12,0.8,6167.657657767199,6304.458250820105,80281.74178324433,0.0,117416.71383333333,50338.3993120162,0.0,50338.3993120162,463.5332000000002,4524.770092910055,22180.6852978248,17843.234557490476,0,LP,0.006436499999836087
q0.8,2025-11-13,0.8,6304.458250820105,6313.004078111114,80115.76590357765,2.010533333333342,117780.10726666663,50355.061644108064,9.417338133333374,50364.478982241395,266.887333333333,3389.8892890123425,21354.932912298646,17289.804414399994,1,LP,0.008158200012985617
q0.8,2025-11-14,0.8,6313.004078111114,10800.0,80222.07743210574,0.0,71737.89309999999,50416.67433094554,0.0,50416.67433094554,13522.607208641977,32561.853510358607,13162.447807395647,6623.286394290476,0,LP,0.006405500025721267
q0.8,2025-11-15,0.8,10800.0,10800.0,75875.36491251884,0.0,72466.97681666666,48750.99669336967,0.0,48750.99669336967,13069.319936625514,32965.55067314521,8571.617821481477,6943.010435399999,0,LP,0.00466559999040328
q0.8,2025-11-16,0.8,10800.0,6248.701933687832,76527.49548361673,0.0,118360.27023333324,49244.51353474922,0.0,49244.51353474922,270.2006666666666,2501.613847178135,17985.81497957671,18664.678393138092,0,LP,0.00491600000532344
q0.8,2025-11-17,0.8,6248.701933687832,6443.272305502646,81884.69619906205,0.0,117269.71064999998,51582.75588484885,0.0,51582.75588484885,269.16134999999986,4558.551695097008,22032.18676841269,17670.957947780957,0,LP,0.004814200015971437
q0.8,2025-11-18,0.8,6443.272305502646,6240.839031767193,81332.76880573024,0.0,117783.68649999997,51254.90666992122,0.0,51254.90666992122,23.95728333333318,2439.0020997824668,21902.355450752504,17923.097861471433,0,LP,0.004711899993708357
q0.8,2025-11-19,0.8,6240.839031767193,6080.136025417993,81875.223486167,1.3850000000001046,118179.70134999994,51509.492101216136,6.301057500000476,51515.79315871614,0.0,2183.0409236037626,23525.729833039393,19200.473870476195,1,LP,0.0047750000085216016
q0.8,2025-11-20,0.8,6080.136025417993,6313.997372185185,82613.1987642504,0.0,117846.45723333335,51948.07737947877,0.0,51948.07737947877,94.43773333333331,3185.1745507642395,22789.659130152857,18249.14868333333,0,LP,0.0057483999989926815
q0.8,2025-11-21,0.8,6313.997372185185,10800.0,82750.14421787184,0.0,71999.17709999997,52138.35644297424,0.0,52138.35644297424,12891.778726543213,34480.255319947086,13033.28284042916,6519.556735714283,0,LP,0.005212200019741431
q0.8,2025-11-22,0.8,10800.0,10800.0,77949.01938961199,0.0,72549.91013333337,50169.38976304957,0.0,50169.38976304957,11832.103250205766,34282.395813774245,8498.37285420341,6883.682011904763,0,LP,0.004919800005154684
q0.8,2025-11-23,0.8,10800.0,6213.1169688042355,78240.78485952377,0.0,117782.69220000003,50365.632737391985,0.0,50365.632737391985,193.09595000000013,3448.568323403878,18395.889636119926,19028.86533333333,0,LP,0.005971500009763986
q0.8,2025-11-24,0.8,6213.1169688042355,5988.051633603173,83665.79598363904,43.211798152380176,117975.6878166666,52706.061091721385,255.36366517900464,52961.424756900386,310.70213333333345,5320.018322045853,21678.43383206936,17762.090205657147,3,LP,0.005931100022280589
q0.8,2025-11-25,0.8,5988.051633603173,6274.808444915347,84062.53470602586,0.0,117682.39221666665,52907.1043666414,0.0,52907.1043666414,100.00658333333354,3100.168767624924,23345.356622210467,18651.657733809527,0,LP,0.004585800023050979
q0.8,2025-11-26,0.8,6274.808444915347,6494.587910761905,83911.38962229277,32.99316666666664,117686.43673333332,52897.92295636285,154.53999266666654,53052.46294902952,2.9483333333332666,2468.651073985879,23775.34199497354,19060.225496666666,1,LP,0.004880000022239983
q0.8,2025-11-27,0.8,6494.587910761905,6549.794191121697,83716.43855196353,0.0,117198.14165,52805.20997649248,0.0,52805.20997649248,77.08986666666658,3479.855405783591,22783.762599242862,18405.162053062904,0,LP,0.004702800011727959
q0.8,2025-11-28,0.8,6549.794191121697,10800.0,83824.4134614991,0.0,72239.02128333332,52907.85580904594,0.0,52907.85580904594,10968.856673251032,35530.24562857732,13573.091482527918,7169.018872857145,0,LP,0.00472339999396354
q0.8,2025-11-29,0.8,10800.0,10800.0,79440.9294549853,0.0,72156.19988333333,51225.52518774679,0.0,51225.52518774679,7267.596713991764,35612.45205109347,8586.476788947683,6955.0461990476215,0,LP,0.004662799998186529
q0.8,2025-11-30,0.8,10800.0,6096.973814846561,80149.62368818339,126.94518950952545,118008.83443333332,51684.22227082497,880.543602532735,52564.76587335771,0.0,526.1329031040589,19675.428550317454,20169.820692395235,2,LP,0.0049322999839205295
q0.8,2025-12-01,0.8,6096.973814846561,5943.486591370371,86193.18939078192,5086.11580348572,125291.39163333336,54411.841472029104,26150.69299154281,80562.53446357191,0.0,451.6070009523811,24562.678742686636,20033.908282704753,17,LP,0.0046864000032655895
q0.8,2025-12-02,0.8,5943.486591370371,5992.662747513226,88434.76925006465,4955.728443614276,125400.62360000004,56000.97916595296,25941.14242266925,81942.1215886222,0.0,107.15765095238066,24217.21869577894,19571.688603052393,22,LP,0.005045800004154444
q0.8,2025-12-03,0.8,5992.662747513226,6000.210076608468,90703.44664583779,1481.9626260619043,124622.93113333329,57691.78941443624,7688.592216351629,65380.381630787866,0.0,300.9278766666655,24815.474907266307,20093.7420787,10,LP,0.004906599991954863
q0.8,2025-12-04,0.8,6000.210076608468,6307.778006354495,92677.64635637272,1584.0906532761956,125336.25094999997,59025.56913557103,7891.625954570205,66917.19509014123,0.0,2413.89049208113,25262.245425243957,20185.607657676184,8,LP,0.004674299998441711
q0.8,2025-12-05,0.8,6307.778006354495,10800.0,93921.64621061723,0.0,78868.07108333331,60012.46074387506,0.0,60012.46074387506,5863.244833333333,39994.99276843029,14256.742795996479,7504.961870476191,0,LP,0.004893000004813075
q0.8,2025-12-06,0.8,10800.0,10800.0,90457.10115786007,0.0,79470.82115,59029.03380552909,0.0,59029.03380552909,4782.9131,40258.6139978836,9215.490754262204,7464.547510952381,0,LP,0.004722400015452877
q0.8,2025-12-07,0.8,10800.0,6189.353888730157,91714.3815894297,66.94599751428484,125067.46291666671,59948.50938737835,414.3865329751271,60362.89592035349,0.0,4709.090045238092,18784.935746572603,19365.37945486667,2,LP,0.004705900006229058
q0.8,2025-12-08,0.8,6189.353888730157,6433.510638555554,97920.70736240449,0.0,124410.3539333333,62866.44001769402,0.0,62866.44001769402,0.0,5317.376202874775,23875.67877905349,19119.558736190473,0,LP,0.005345100013073534
q0.8,2025-12-09,0.8,6433.510638555554,6232.037002735452,97645.86749852439,85.1991680952384,124694.68108333329,62725.266651009115,495.0714946983351,63220.33814570744,0.0,5951.394908348028,24066.019809700174,19674.802318095237,2,LP,0.004517000023042783
q0.8,2025-12-10,0.8,6232.037002735452,6387.49704589418,97720.33950436213,0.0,124378.76451666663,62752.30248267844,0.0,62752.30248267844,0.0,4688.696085878896,23705.846910388005,19061.82195857143,0,LP,0.00461519998498261
