strategy,period,date,issue_hour,plan_version,chosen_source,candidate_count,chosen_score,increase_kwh,decrease_kwh,adjustment_cost,decision_adjustment_cost,changed,solver
rolling_margin_mean14,validation,2025-05-13,12,2,margin,2,25461.625735868347,0.0,128.48236738409193,60.67161501414263,55.85500295518412,1,LP
rolling_margin_mean14,validation,2025-05-13,18,3,margin,2,20921.145806237408,0.0,0.7135840644717746,0.46868201354506156,0.44807982219795495,1,LP
rolling_margin_mean14,validation,2025-05-14,0,0,margin,1,37265.134816904705,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-05-14,6,1,margin,2,30736.997741979307,934.339090208522,29.940726333334055,235.6021675516739,204.91409414759772,1,LP
rolling_margin_mean14,validation,2025-05-14,12,2,margin,2,27288.462505218635,4.547473508864641e-13,5732.929689281201,1670.3866051251855,1509.7205430506747,1,MILP
rolling_margin_mean14,validation,2025-05-14,18,3,margin,2,21086.10474698397,0.0,3.3125099835432366,2.1716225924254915,2.0732536195171596,1,LP
rolling_margin_mean14,validation,2025-05-15,0,0,margin,1,37558.02473480573,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-05-15,6,1,margin,2,32295.139705523772,2463.0176673676187,0.0,664.7746789830794,578.2684306679998,1,LP
rolling_margin_mean14,validation,2025-05-15,12,2,margin,2,28903.566181005397,1.1368683772161603e-13,5786.525295866936,1890.5574657574525,1631.486405946342,1,MILP
rolling_margin_mean14,validation,2025-05-15,18,3,margin,2,21646.932916497804,4.013550333332091,1.1368683772161603e-13,2.4734259840104125,2.461774395409611,1,LP
rolling_margin_mean14,validation,2025-05-16,0,0,margin,1,15257.797441202882,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-05-16,6,1,margin,2,8768.79677642819,1.7053025658242404e-13,620.8405791111063,225.96411428516492,293.9691543364069,1,MILP
rolling_margin_mean14,validation,2025-05-16,12,2,margin,2,14507.89164416096,2.2737367544323206e-13,115.54060500000354,35.938022836790616,49.92703695982664,1,LP
rolling_margin_mean14,validation,2025-05-16,18,3,keep_previous,2,13608.035318373355,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-05-17,0,0,margin,1,14937.743988011845,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-05-17,6,1,margin,2,8540.431821879687,1.1368683772161603e-13,441.0860942222204,149.41507915597722,190.96017121288776,1,MILP
rolling_margin_mean14,validation,2025-05-17,12,2,margin,2,14879.969126575214,180.26870633333024,4.547473508864641e-13,69.71680465338184,87.52065880795269,1,LP
rolling_margin_mean14,validation,2025-05-17,18,3,keep_previous,2,13900.632281421207,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-05-18,0,0,margin,1,38462.01578475345,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-05-18,6,1,margin,2,30896.55753636342,149.58420533332986,4461.819962430188,1317.9232019461779,1092.111756609179,1,LP
rolling_margin_mean14,validation,2025-05-18,12,2,margin,2,27660.146468045514,0.0,3168.7132262524015,931.2393213523384,657.8099768122838,1,MILP
rolling_margin_mean14,validation,2025-05-18,18,3,margin,2,21648.836042768613,0.16614066666670624,20.202879999999084,13.007757961032752,12.56159142143913,1,LP
rolling_margin_mean14,validation,2025-05-19,0,0,margin,1,35434.882274060146,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-05-19,6,1,margin,2,28142.576205375703,448.69542201999707,3920.7085273607654,877.0858486351348,915.6035574668877,1,LP
rolling_margin_mean14,validation,2025-05-19,12,2,margin,2,26605.990066209277,77.86597285333524,585.659057750345,125.4971638865888,128.32925694775952,1,MILP
rolling_margin_mean14,validation,2025-05-19,18,3,margin,2,21525.277430358037,5.29998178333301,4.547473508864641e-13,3.424318230211763,3.326495709296516,1,LP
rolling_margin_mean14,validation,2025-05-20,0,0,margin,1,35239.09527019234,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-05-20,6,1,margin,2,30016.4836642639,1953.3034364746572,0.8165683333334073,678.5960901550426,566.9181718618378,1,LP
rolling_margin_mean14,validation,2025-05-20,12,2,margin,2,27796.491153410214,0.0,2738.9177052538066,835.8353789582095,677.6244830356411,1,LP
rolling_margin_mean14,validation,2025-05-20,18,3,margin,2,21635.98750021378,18.478594000000726,0.0,11.953472787100488,11.385308194843308,1,LP
rolling_margin_mean14,validation,2025-05-21,0,0,margin,1,33659.75065471859,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-05-21,6,1,margin,2,30193.487975190234,5025.906886725182,0.0,1459.4978592875127,1287.6989392036853,1,LP
rolling_margin_mean14,validation,2025-05-21,12,2,margin,2,27504.832349195352,2.2737367544323206e-13,2797.24748757423,699.9717207890474,647.107452423833,1,MILP
rolling_margin_mean14,validation,2025-05-21,18,3,margin,2,21667.156561836804,5.224297449933999,2.2737367544323206e-13,3.3830835230765963,3.2211735483861936,1,LP
rolling_margin_mean14,validation,2025-05-22,0,0,margin,1,35703.753972691266,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-05-22,6,1,margin,2,28814.790569342695,135.1526735477745,1580.16071972703,395.19900951778504,341.07802584801027,1,LP
rolling_margin_mean14,validation,2025-05-22,12,2,margin,2,26896.4700478017,0.0,1362.5631644037403,494.5857583836765,446.9963504355168,1,MILP
rolling_margin_mean14,validation,2025-05-22,18,3,margin,2,22086.580820344865,46.57097733333387,0.0,30.354244166133686,28.775217270711444,1,LP
rolling_margin_mean14,validation,2025-05-23,0,0,margin,1,15115.875590995696,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-05-23,6,1,keep_previous,2,8813.12262160246,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-05-23,12,2,margin,2,15874.50705634728,839.0696793333277,2.2737367544323206e-13,260.50625343087,352.56893878577216,1,LP
rolling_margin_mean14,validation,2025-05-23,18,3,keep_previous,2,14062.016789681495,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-05-24,0,0,margin,1,15657.27930944202,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-05-24,6,1,margin,2,8948.655915349518,3.410605131648481e-13,704.7987809999984,248.44076605409884,328.0736650472968,1,MILP
rolling_margin_mean14,validation,2025-05-24,12,2,margin,2,15166.798116889873,155.52671544444024,4.547473508864641e-13,47.867928209664626,66.86584126433172,1,LP
rolling_margin_mean14,validation,2025-05-24,18,3,keep_previous,2,14335.259227589859,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-05-25,0,0,margin,1,35751.73094687205,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-05-25,6,1,margin,2,28623.906227144784,319.1196738200009,2935.105403156389,747.1592156108974,687.9273860126075,1,LP
rolling_margin_mean14,validation,2025-05-25,12,2,margin,2,27479.740346611736,0.173151613333971,1757.7592274897017,382.50217041092594,338.61911246511977,1,MILP
rolling_margin_mean14,validation,2025-05-25,18,3,margin,2,21938.84529869132,18.01636106666365,1.1368683772161603e-13,11.420105671446649,11.119649861544355,1,LP
rolling_margin_mean14,validation,2025-05-26,0,0,margin,1,35223.441885718,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-05-26,6,1,margin,2,29673.753458405336,2310.7285220344406,0.0,701.7745705071591,557.5818529134604,1,LP
rolling_margin_mean14,validation,2025-05-26,12,2,margin,2,26668.83904236454,119.11401495313734,279.35938134155833,100.74001444837678,85.68274462856758,1,LP
rolling_margin_mean14,validation,2025-05-26,18,3,margin,2,21953.88983897807,0.0,14.136972174446555,8.734253571570619,8.715414529313401,1,LP
rolling_margin_mean14,validation,2025-05-27,0,0,margin,1,33723.806787175476,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-05-27,6,1,margin,2,29773.05924287947,4922.6109487533095,0.0,1295.3427038319649,1214.4872775197744,1,LP
rolling_margin_mean14,validation,2025-05-27,12,2,margin,2,27068.169568451834,0.0,3923.2916553815758,1096.0004689242028,1012.284861055769,1,LP
rolling_margin_mean14,validation,2025-05-27,18,3,margin,2,21963.084863634336,9.98429566666664,0.0,6.359303887061092,6.147487273996415,1,LP
rolling_margin_mean14,validation,2025-05-28,0,0,margin,1,37193.99085797881,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-05-28,6,1,margin,2,30252.107974479663,533.0081437111108,3026.916600794239,1024.511226238821,803.9728539815086,1,LP
rolling_margin_mean14,validation,2025-05-28,12,2,margin,2,26459.956352387147,19.330814669997608,2159.9939460000005,522.9050497109095,407.4492010752434,1,MILP
rolling_margin_mean14,validation,2025-05-28,18,3,margin,2,22010.316216465002,0.0,8.902642333333347,5.586135333672205,5.47055992133612,1,LP
rolling_margin_mean14,validation,2025-05-29,0,0,margin,1,37082.875315814046,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-05-29,6,1,margin,2,32184.92179892281,2800.3726337310827,45.6777276666669,833.7701743816748,681.1223660293869,1,LP
rolling_margin_mean14,validation,2025-05-29,12,2,margin,2,28083.333981483967,1.1368683772161603e-13,3712.7294807132566,984.106456093529,873.7840470880764,1,MILP
rolling_margin_mean14,validation,2025-05-29,18,3,margin,2,22289.224426621324,18.669878999998218,1.1368683772161603e-13,12.16513110100996,11.43894748171477,1,LP
rolling_margin_mean14,validation,2025-05-30,0,0,margin,1,16087.972702733892,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-05-30,6,1,margin,2,10252.164065482362,293.20328443888917,2.2737367544323206e-13,91.4795119632755,117.04282674527595,1,MILP
rolling_margin_mean14,validation,2025-05-30,12,2,margin,2,15981.052140824462,5.435819932224433,143.28229788333198,46.78404150867315,58.95326614381459,1,LP
rolling_margin_mean14,validation,2025-05-30,18,3,margin,2,14491.491594397838,4.113391333335585,0.0,2.2002530242012046,2.4974896200847003,1,LP
rolling_margin_mean14,validation,2025-05-31,0,0,margin,1,17582.85240875751,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-05-31,6,1,margin,2,10765.038552151209,2.2737367544323206e-13,1559.2380986666635,453.4903354717433,628.7033077718112,1,MILP
rolling_margin_mean14,validation,2025-05-31,12,2,margin,2,15656.681285236113,27.420630737778765,3.410605131648481e-13,13.417649261212024,15.541203500865002,1,LP
rolling_margin_mean14,validation,2025-05-31,18,3,keep_previous,2,14651.369547728715,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-06-01,0,0,margin,1,45491.658192381925,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-06-01,6,1,margin,2,37329.53328189169,1229.4838594688904,5257.0047598134415,2479.847266007633,1861.1547230179726,1,LP
rolling_margin_mean14,validation,2025-06-01,12,2,margin,2,29706.484456775404,2.3598023333333913,3468.951935916327,1345.7769239207896,1026.2050310871314,1,LP
rolling_margin_mean14,validation,2025-06-01,18,3,margin,2,23964.79349172767,1783.0903072311116,0.0,1201.2574298962963,1124.8257703435636,1,LP
rolling_margin_mean14,validation,2025-06-02,0,0,margin,1,46689.38987071567,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-06-02,6,1,margin,2,35950.79102336077,0.0,12104.176767594025,4228.536235982114,3294.6433595096523,1,LP
rolling_margin_mean14,validation,2025-06-02,12,2,margin,2,30237.917463941085,707.5301138216689,46.807024777778,256.15479607083427,189.54907417794345,1,LP
rolling_margin_mean14,validation,2025-06-02,18,3,margin,2,23553.264457929214,1257.0725468066653,0.0,859.9888823758153,794.4942971360272,1,LP
rolling_margin_mean14,validation,2025-06-03,0,0,margin,1,43407.3494476784,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-06-03,6,1,margin,2,37513.13133808556,1508.5697697777787,611.506345080928,891.2619387962282,750.9477202320891,1,LP
rolling_margin_mean14,validation,2025-06-03,12,2,margin,2,30575.958343557802,0.0,5726.234529932789,1870.452536835495,1545.0549885699984,1,LP
rolling_margin_mean14,validation,2025-06-03,18,3,margin,2,23914.85833362634,1291.62302415556,0.0,896.0755498697132,817.3197169143574,1,LP
rolling_margin_mean14,validation,2025-06-04,0,0,margin,1,49984.20156234185,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-06-04,6,1,margin,2,36901.22548578501,0.0,17501.947257240005,6578.3229760652475,5244.580539989502,1,LP
rolling_margin_mean14,validation,2025-06-04,12,2,margin,2,32324.286294837748,4566.320421176964,0.0,1725.0533077845078,1375.562075145569,1,LP
rolling_margin_mean14,validation,2025-06-04,18,3,margin,2,22844.193208239572,126.72753561555737,0.0,85.77249622184256,80.35138641075505,1,LP
rolling_margin_mean14,validation,2025-06-05,0,0,margin,1,43281.419511017775,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-06-05,6,1,margin,2,36932.688781315344,1658.0458549700447,1222.7256013333345,996.0067171543955,792.8660923281243,1,LP
rolling_margin_mean14,validation,2025-06-05,12,2,margin,2,31545.51106866126,281.5795300855567,1666.2381592263391,735.8890132864817,543.3801458964335,1,LP
rolling_margin_mean14,validation,2025-06-05,18,3,margin,2,24182.87168078048,982.7267382722215,0.0,667.8127753548146,626.795764873712,1,LP
rolling_margin_mean14,validation,2025-06-06,0,0,margin,1,19732.60155282942,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-06-06,6,1,margin,2,12941.962485792743,3.410605131648481e-13,1207.1169125555623,457.3790621722196,501.4679351081012,1,MILP
rolling_margin_mean14,validation,2025-06-06,12,2,margin,2,16877.28278027234,0.0,181.42536666666845,72.54586567162886,82.09232992292264,1,MILP
rolling_margin_mean14,validation,2025-06-06,18,3,margin,2,16553.95354262564,1105.3220123333326,2.2737367544323206e-13,655.8199988382828,682.0829902991245,1,LP
rolling_margin_mean14,validation,2025-06-07,0,0,margin,1,21755.040783055112,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-06-07,6,1,margin,2,15295.662224132851,6.821210263296962e-13,3661.492198,927.2140638446613,959.2341302338801,1,MILP
rolling_margin_mean14,validation,2025-06-07,12,2,margin,2,18955.21381082269,1051.0316791111125,5.684341886080801e-13,381.9348831007626,454.7211808824197,1,LP
rolling_margin_mean14,validation,2025-06-07,18,3,margin,2,16214.068147352198,106.51138980666934,2.2737367544323206e-13,60.38130688140095,65.08150235444097,1,LP
rolling_margin_mean14,validation,2025-06-08,0,0,margin,1,45297.31958453042,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-06-08,6,1,margin,2,38714.532102516125,2179.302841289328,4980.667722849874,2330.937064519232,1980.237726792076,1,LP
rolling_margin_mean14,validation,2025-06-08,12,2,margin,2,34051.06277749995,0.8257166333317514,2313.9031334938313,685.4691622932348,555.7017811185979,1,LP
rolling_margin_mean14,validation,2025-06-08,18,3,margin,2,24740.588773952146,1.3539724922190999,0.0,0.8945019269845482,0.8714408740724309,1,LP
rolling_margin_mean14,validation,2025-06-09,0,0,margin,1,51834.751595406546,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-06-09,6,1,margin,2,41911.091622306194,0.0,7358.983918246911,2901.6647239659023,2475.365589993652,1,LP
rolling_margin_mean14,validation,2025-06-09,12,2,margin,2,35464.1871251067,426.63252113292265,406.76612510973894,336.47074190604286,281.43803280480586,1,LP
rolling_margin_mean14,validation,2025-06-09,18,3,margin,2,24771.748189621838,11.369197763334114,0.0,7.837356478154372,7.327894605523825,1,LP
rolling_margin_mean14,validation,2025-06-10,0,0,margin,1,47975.84567975168,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-06-10,6,1,margin,2,40495.10433951216,298.56077711111425,1989.5172446337392,847.6953868018134,699.654166004053,1,LP
rolling_margin_mean14,validation,2025-06-10,12,2,margin,2,36731.97537708329,1710.2693022825745,0.0,697.6600952381142,570.510002909245,1,LP
rolling_margin_mean14,validation,2025-06-10,18,3,margin,2,25059.72195803068,0.0,33.46926199999973,22.12151723062202,21.011360040935127,1,LP
rolling_margin_mean14,validation,2025-06-11,0,0,margin,1,53126.7563901832,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-06-11,6,1,margin,2,45722.06335875212,857.3816788558079,1638.1000036419698,1134.4160972641212,998.7075271785525,1,LP
rolling_margin_mean14,validation,2025-06-11,12,2,margin,2,38258.48888162817,558.890172975305,1217.9372936666614,861.7149305497476,752.174378622265,1,LP
rolling_margin_mean14,validation,2025-06-11,18,3,margin,2,25136.161424839265,0.0,4.9312960576108935,3.2716017007625338,3.1330246429244095,1,LP
rolling_margin_mean14,validation,2025-06-12,0,0,margin,1,51646.44638162314,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-06-12,6,1,margin,2,44142.03120331331,407.54526475889224,1183.8542750438937,650.4861783345972,582.3743810138674,1,LP
rolling_margin_mean14,validation,2025-06-12,12,2,margin,2,37968.10870440055,0.0,2483.1266184337837,998.5282101449782,850.6418728227579,1,LP
rolling_margin_mean14,validation,2025-06-12,18,3,margin,2,25228.660388987453,15.121044333334453,0.0,9.880452840856316,9.443765307763417,1,LP
rolling_margin_mean14,validation,2025-06-13,0,0,margin,1,21311.3300127363,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-06-13,6,1,margin,2,14393.02755465943,3.410605131648481e-13,1115.2825816666661,383.92001068866074,475.9702893851306,1,MILP
rolling_margin_mean14,validation,2025-06-13,12,2,margin,2,18705.07847654703,909.4502026666651,1.1368683772161603e-13,336.8624308659936,411.78706040533876,1,MILP
rolling_margin_mean14,validation,2025-06-13,18,3,margin,2,17118.496337910092,82.26062119333494,2.2737367544323206e-13,47.2916311240484,52.16057853489534,1,LP
rolling_margin_mean14,validation,2025-06-14,0,0,margin,1,21820.676742243464,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-06-14,6,1,margin,2,15138.132622286514,9.663381206337363e-13,85.8585187215362,34.80347493700647,42.86896785332388,1,MILP
rolling_margin_mean14,validation,2025-06-14,12,2,margin,2,20584.51963907929,0.0,748.3125496118005,271.1416955176071,334.05114419979753,1,LP
rolling_margin_mean14,validation,2025-06-14,18,3,margin,2,17845.110632006763,318.70737281666953,0.0,184.75727272009723,202.84017096467355,1,LP
rolling_margin_mean14,validation,2025-06-15,0,0,margin,1,50186.26601501479,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-06-15,6,1,margin,2,45796.04321351754,3612.7580068327707,136.94478088888923,1269.816315367349,1178.1916831155932,1,LP
rolling_margin_mean14,validation,2025-06-15,12,2,margin,2,38908.552564683836,0.2911041111109398,1201.7706771728353,385.29451676989123,359.4186888905855,1,LP
rolling_margin_mean14,validation,2025-06-15,18,3,margin,2,26372.194713295798,0.0,30.638715315500917,20.480546483748057,19.66790702482728,1,LP
rolling_margin_mean14,validation,2025-06-16,0,0,margin,1,52795.53021906804,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-06-16,6,1,margin,2,46328.04125551138,1579.7925679566597,56.63632344444454,576.1113681812976,516.6712920035824,1,LP
rolling_margin_mean14,validation,2025-06-16,12,2,margin,2,39218.7720154172,0.20077077777762042,2083.86312891632,917.5485508613256,828.0989588852339,1,LP
rolling_margin_mean14,validation,2025-06-16,18,3,margin,2,26282.904233056237,28.843191666667735,0.0,18.85343158319516,18.22054964989156,1,LP
rolling_margin_mean14,validation,2025-06-17,0,0,margin,1,54409.800785130945,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-06-17,6,1,margin,2,50093.65994226924,3039.667049661766,118.23566711111198,1312.2182152324112,1212.3659954118639,1,LP
rolling_margin_mean14,validation,2025-06-17,12,2,margin,2,42296.13767892453,0.19803744444436688,3448.1065889020547,1462.6184465012616,1271.8759934260488,1,LP
rolling_margin_mean14,validation,2025-06-17,18,3,margin,2,26419.15987981236,0.06045666666682337,0.9571883333317146,0.6910518922767925,0.6707292396696571,1,LP
rolling_margin_mean14,validation,2025-06-18,0,0,margin,1,54519.37888692744,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-06-18,6,1,margin,2,50316.3036744841,3132.0443658035942,0.0,1304.19672107076,1180.2524881460668,1,LP
rolling_margin_mean14,validation,2025-06-18,12,2,margin,2,41614.732699415516,19.582463908888712,6252.806367002497,2489.066821442966,2226.6908153441955,1,LP
rolling_margin_mean14,validation,2025-06-18,18,3,margin,2,26322.64938248545,0.0,35.437519777774355,23.34436564402548,22.66128640067713,1,LP
rolling_margin_mean14,validation,2025-06-19,0,0,margin,1,50981.91950846849,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-06-19,6,1,margin,2,43932.36175339696,2164.8712412104264,5189.00890420432,2722.382619383652,2587.3205368870663,1,LP
rolling_margin_mean14,validation,2025-06-19,12,2,margin,2,38546.624211437105,1942.7588272407402,0.0,775.0035122060933,730.4024152255735,1,LP
rolling_margin_mean14,validation,2025-06-19,18,3,margin,2,26168.909108782856,22.977134122224584,0.0,15.037894766974347,14.47843889878412,1,LP
rolling_margin_mean14,validation,2025-06-20,0,0,margin,1,22938.991258889597,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-06-20,6,1,margin,2,16184.829788402527,3.979039320256561e-13,599.059623777777,228.62098046703906,287.9739839451549,1,MILP
rolling_margin_mean14,validation,2025-06-20,12,2,margin,2,21558.30861600118,29.47296262333505,3.410605131648481e-13,8.84555608658281,11.905977261123834,1,LP
rolling_margin_mean14,validation,2025-06-20,18,3,margin,2,17979.92108780582,0.0,24.134226666664006,13.879122235331819,15.319970667028056,1,LP
rolling_margin_mean14,validation,2025-06-21,0,0,margin,1,22632.87040861321,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-06-21,6,1,margin,2,15810.804932462957,115.12317466666585,235.16463635665315,124.82633330191413,166.38382034762984,1,MILP
rolling_margin_mean14,validation,2025-06-21,12,2,margin,2,21517.617039164543,46.07814571221006,3.410605131648481e-13,12.87002909988076,18.81720339345301,1,LP
rolling_margin_mean14,validation,2025-06-21,18,3,margin,2,18320.66713586502,0.0,72.22164333333149,41.740243402915574,45.64200173043334,1,LP
rolling_margin_mean14,validation,2025-06-22,0,0,margin,1,50467.127520767826,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-06-22,6,1,margin,2,46637.877332774646,3960.070293585737,2993.8814834557616,2753.8568352744387,2493.662184730964,1,LP
rolling_margin_mean14,validation,2025-06-22,12,2,margin,2,39961.369391182685,0.0,2016.506756802472,854.4684522073796,776.3526275175411,1,LP
rolling_margin_mean14,validation,2025-06-22,18,3,margin,2,26892.114126001696,4.877418666666699,0.0,3.1067288081333557,3.0459346580857343,1,LP
rolling_margin_mean14,validation,2025-06-23,0,0,margin,1,52137.22087085075,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-06-23,6,1,margin,2,45421.03166655536,1146.3324580223855,131.12135533333208,521.2264347073981,511.2977637117542,1,LP
rolling_margin_mean14,validation,2025-06-23,12,2,margin,2,40661.37032514201,0.0,3703.343710355721,1234.3507593223496,1150.260849394308,1,LP
rolling_margin_mean14,validation,2025-06-23,18,3,margin,2,26883.747147294856,0.0,8.687072999998804,5.729303329215877,5.588146316292876,1,LP
rolling_margin_mean14,validation,2025-06-24,0,0,margin,1,59638.27410964867,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-06-24,6,1,margin,2,50387.82388410756,0.0,3157.635156617281,1389.096626977307,1198.1458648772605,1,LP
rolling_margin_mean14,validation,2025-06-24,12,2,margin,2,41039.05515552723,0.29654166666648507,893.2532539173928,353.49035368763396,317.0311307321895,1,LP
rolling_margin_mean14,validation,2025-06-24,18,3,margin,2,27097.099135790348,0.0,49.250513000000865,32.513625593406196,31.290034245410517,1,LP
rolling_margin_mean14,validation,2025-06-25,0,0,margin,1,52295.28095028596,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-06-25,6,1,margin,2,47062.03302367109,2765.3756781046877,928.0065760055554,1490.4471389341165,1396.5656050648893,1,LP
rolling_margin_mean14,validation,2025-06-25,12,2,margin,2,39854.537214912976,554.8819416977783,2237.965579301782,903.0927744579272,832.5056432103966,1,LP
rolling_margin_mean14,validation,2025-06-25,18,3,margin,2,26816.63000784433,0.0,20.259381333332385,13.652946003327134,12.938053696019226,1,LP
rolling_margin_mean14,validation,2025-06-26,0,0,margin,1,50935.0792506231,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-06-26,6,1,margin,2,45285.03669705794,2718.6601154705213,94.25466488888878,872.9321500771857,835.1169593665663,1,LP
rolling_margin_mean14,validation,2025-06-26,12,2,margin,2,38410.94384565652,50.18114794101223,2468.1877201742113,666.6363496812052,640.9732918473278,1,LP
rolling_margin_mean14,validation,2025-06-26,18,3,margin,2,26893.75828752938,0.0,110.8366079999987,71.7760709556547,70.38421662645631,1,LP
rolling_margin_mean14,validation,2025-06-27,0,0,margin,1,24422.002263436956,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-06-27,6,1,margin,2,17717.47693542519,6.821210263296962e-13,1299.470430333331,384.2088179419661,539.9087196287389,1,MILP
rolling_margin_mean14,validation,2025-06-27,12,2,margin,2,21671.73567540663,6.552573555556137,532.6311382222211,162.98296385131673,228.11603516536974,1,LP
rolling_margin_mean14,validation,2025-06-27,18,3,keep_previous,2,18491.104169711834,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-06-28,0,0,margin,1,23724.53382138378,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-06-28,6,1,margin,2,17074.440672324396,135.29423496666956,2.8421709430404007e-13,36.508007109464394,46.58231146843998,1,MILP
rolling_margin_mean14,validation,2025-06-28,12,2,margin,2,22378.31456686664,0.0,350.65775937818694,129.17821779794582,160.11039410900187,1,LP
rolling_margin_mean14,validation,2025-06-28,18,3,margin,2,18610.145373573236,0.0,52.18858133333407,29.498271041839317,32.98647659515247,1,LP
rolling_margin_mean14,validation,2025-06-29,0,0,margin,1,50377.76242064706,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-06-29,6,1,margin,2,46507.45376036299,4014.097555727029,1317.6706377904802,2200.665782135852,1986.624099695974,1,LP
rolling_margin_mean14,validation,2025-06-29,12,2,margin,2,39784.525498328236,251.35024610287707,321.4951117352515,218.10646542456465,178.9229747775322,1,LP
rolling_margin_mean14,validation,2025-06-29,18,3,margin,2,27430.060689122434,0.0,51.860351666665906,33.98638755789949,32.8901886002376,1,LP
rolling_margin_mean14,validation,2025-06-30,0,0,margin,1,54902.62779755597,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-06-30,6,1,margin,2,46757.35863210075,751.8900951111109,2772.657420396173,1447.125066110424,1301.7501052234816,1,LP
rolling_margin_mean14,validation,2025-06-30,12,2,margin,2,39714.82713814705,185.7937918847697,951.6318725171487,357.80891506158946,303.1839704653873,1,LP
rolling_margin_mean14,validation,2025-06-30,18,3,margin,2,27204.583839073894,0.0,62.334470666667585,40.106223001795044,39.354163600939074,1,LP
rolling_margin_mean14,validation,2025-07-01,0,0,margin,1,48015.37855630842,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-07-01,6,1,margin,2,41964.86504180641,3565.0354943810025,74.62429055555549,1444.4165547111656,1247.6138190601482,1,LP
rolling_margin_mean14,validation,2025-07-01,12,2,margin,2,35794.817788958164,998.7739339917648,0.0,345.8067326084374,313.0850921090726,1,LP
