strategy,period,date,issue_hour,plan_version,chosen_source,candidate_count,chosen_score,scenario_mean,scenario_cvar,increase_kwh,decrease_kwh,adjustment_cost,decision_adjustment_cost,changed,scenario_count,solver
rolling_scenario_mean14,validation,2025-07-14,18,3,keep_previous,11,31792.592171825992,31568.838811695543,32463.852252217337,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-07-15,0,0,residual_5,10,64644.02120240745,63625.57877827173,67699.3484748146,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-07-15,6,1,residual_0,11,50267.85538542153,50079.76906841561,50832.11433643928,1182.503722199999,9276.026861790122,3805.8794451586455,3397.8615711604816,1,9,LP
rolling_scenario_mean14,validation,2025-07-15,12,2,margin,11,43997.743153685034,43765.05033470188,44695.821610634484,74.34882488888775,2057.447042861286,835.6964214602037,712.675227482333,1,9,LP
rolling_scenario_mean14,validation,2025-07-15,18,3,residual_0,11,32952.13035262142,32739.95960306267,33588.64260129765,93.67820565061015,52.50993394764964,61.583493970869284,60.77059195847641,1,9,LP
rolling_scenario_mean14,validation,2025-07-16,0,0,residual_4,10,63086.12859201458,61923.2475602094,66574.77168743014,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-07-16,6,1,margin,11,48389.18106019693,48117.357431025564,49204.651947711005,516.6017037466673,7031.952140790126,2971.09945409572,2670.6064356785832,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-07-16,12,2,margin,11,44262.59893339787,44097.51601669482,44757.84768350704,1161.7285164165787,727.7218495500686,696.7349894572652,590.1913254514012,1,9,LP
rolling_scenario_mean14,validation,2025-07-16,18,3,margin,11,32619.236826459695,32447.340980176225,33134.9243653101,0.0,72.60706833333245,52.42519387411038,49.24694888790405,1,9,LP
rolling_scenario_mean14,validation,2025-07-17,0,0,residual_3,10,61169.353647602285,59955.149007027205,64811.96756932753,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-07-17,6,1,residual_5,11,49770.451338261904,49399.8387064702,50882.28923363704,1420.199307222223,4461.368736068174,2275.8435711282527,2145.419649821017,1,9,LP
rolling_scenario_mean14,validation,2025-07-17,12,2,residual_4,11,43982.30710446881,43707.29889719167,44807.33172630024,480.64255468449505,2041.8461214814838,745.0402543577422,690.4734910072245,1,9,LP
rolling_scenario_mean14,validation,2025-07-17,18,3,residual_5,11,32751.28028080069,32524.112292669066,33432.784245195566,2.803534866667178,89.98637489711882,65.45140571032572,62.811027952875406,1,9,LP
rolling_scenario_mean14,validation,2025-07-18,0,0,margin,10,32918.84384101165,32002.288318369494,35668.51040893813,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-07-18,6,1,residual_4,11,22191.50619792905,22038.07238439501,22651.80763853117,103.18156830666709,2570.527129308646,784.7443897797211,1017.6259285967983,1,9,MILP
rolling_scenario_mean14,validation,2025-07-18,12,2,margin,11,26354.39317877029,26206.553570816144,26797.912002632722,331.4331825540695,1161.1657240227132,518.5043100712975,633.4105611701143,1,9,LP
rolling_scenario_mean14,validation,2025-07-18,18,3,keep_previous,11,22636.602097579882,22473.70996000355,23125.278510308883,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-07-19,0,0,residual_3,10,31970.577318429998,31572.567351552352,33164.60721906294,0.0,0.0,0.0,0.0,0,9,MILP
rolling_scenario_mean14,validation,2025-07-19,6,1,residual_3,11,20847.21390158616,20660.490586550153,21407.38384669419,38.893224999998495,2939.0587047805225,942.5376272564023,1251.1633761369567,1,9,MILP
rolling_scenario_mean14,validation,2025-07-19,12,2,residual_2,11,27004.662010941374,26789.150824278087,27651.19557093123,319.885832305556,63.768584938271715,156.6979133752761,190.67464493191375,1,9,LP
rolling_scenario_mean14,validation,2025-07-19,18,3,margin,11,22784.587300351734,22580.350738825222,23397.296984931272,380.4944757866672,160.56148203333316,230.57670165566557,252.48096060625593,1,9,LP
rolling_scenario_mean14,validation,2025-07-20,0,0,residual_0,10,63454.880344684905,62084.24046926483,67566.79997094515,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-07-20,6,1,margin,11,51581.07220162695,50885.09522081714,53669.00314405639,666.0282793955566,4113.740838883661,1814.395406053045,1655.2013602153347,1,9,LP
rolling_scenario_mean14,validation,2025-07-20,12,2,margin,11,44505.1277793709,44177.386280215425,45488.35227683732,203.06602954777782,5532.702684617783,1671.2139447055943,1596.8171631759506,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-07-20,18,3,margin,11,32254.29601490164,31960.892600351,33134.50625855356,0.0,24.685011691356294,17.46717147800735,16.906327498979156,1,9,LP
rolling_scenario_mean14,validation,2025-07-21,0,0,residual_1,10,61126.27908769022,59339.01364396029,66488.07541888003,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-07-21,6,1,margin,11,48782.07569525512,48437.15962819555,49816.82389643383,1365.7147414192043,142.5969724444442,546.8689818851906,476.41761012002866,1,9,LP
rolling_scenario_mean14,validation,2025-07-21,12,2,margin,11,44568.16086876737,44175.95944388249,45744.765143422024,38.79566788888758,763.2038488840928,323.3347065163963,281.24501895830775,1,9,LP
rolling_scenario_mean14,validation,2025-07-21,18,3,keep_previous,11,32319.879657927428,31917.837204133284,33526.007019309865,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-07-22,0,0,residual_0,10,60461.544285917436,58586.94601707012,66085.3390924594,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-07-22,6,1,margin,11,61174.30911878427,60756.05915572256,62429.05900796941,14975.959700516592,0.0,5104.497292005884,4581.168908530926,1,9,LP
rolling_scenario_mean14,validation,2025-07-22,12,2,residual_0,11,48967.68072409867,48553.06083344378,50211.540396063334,0.0,11594.0426713369,4318.821252908335,3866.980388144015,1,9,MILP
rolling_scenario_mean14,validation,2025-07-22,18,3,residual_0,11,32935.368998329854,32716.304532465558,33592.56239592275,27.87179166666681,0.0,19.144854977916786,18.499264649226312,1,9,LP
rolling_scenario_mean14,validation,2025-07-23,0,0,margin,10,68106.00976624119,66345.60489325995,73387.22438518492,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-07-23,6,1,residual_4,11,52853.002277679116,52652.96497251352,53453.11419317591,97.37010333333353,8388.733446678665,3382.55165202681,3137.8830005509258,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-07-23,12,2,residual_3,11,45014.38536082396,44698.331770195335,45962.54613270982,328.6035990048963,3142.8386449807945,1149.7154995388867,1086.5965275481249,1,9,LP
rolling_scenario_mean14,validation,2025-07-23,18,3,margin,11,32376.194511862344,32201.616479756834,32899.928608178874,369.16542532180927,0.0,165.62282562012174,161.11687870148603,1,9,LP
rolling_scenario_mean14,validation,2025-07-24,0,0,residual_1,10,67226.75322637758,65816.07695953448,71458.78202690688,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-07-24,6,1,residual_3,11,52992.55712510433,52815.837935988995,53522.71469245034,378.0393084166674,3127.0470312086363,1623.3440178936407,1447.0981372593542,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-07-24,12,2,margin,11,47468.29038167607,47326.2367017193,47894.451421546386,384.9496537465021,5078.393972286705,1982.328784144924,1741.2807883619266,1,9,LP
rolling_scenario_mean14,validation,2025-07-24,18,3,keep_previous,11,32103.528875520813,31953.613331175715,32553.275508556108,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-07-25,0,0,residual_0,10,30271.695768570535,29521.46472419206,32522.388901705963,0.0,0.0,0.0,0.0,0,9,MILP
rolling_scenario_mean14,validation,2025-07-25,6,1,residual_2,11,20052.91088295644,19906.15879516711,20493.167146324427,551.2292056444464,689.5301709739376,488.15645573751067,580.122884514897,1,9,MILP
rolling_scenario_mean14,validation,2025-07-25,12,2,margin,11,26153.88688729835,25996.32705618366,26626.566380642413,316.3150098509461,995.5396238189294,431.4672924168376,555.2496687157749,1,9,LP
rolling_scenario_mean14,validation,2025-07-25,18,3,margin,11,22257.590606766764,22072.168674499793,22813.856403567675,0.0,70.01760968192013,42.30290502867058,46.589625133879785,1,9,LP
rolling_scenario_mean14,validation,2025-07-26,0,0,margin,10,28845.27727168469,28187.67766005944,30818.07610656044,0.0,0.0,0.0,0.0,0,9,MILP
rolling_scenario_mean14,validation,2025-07-26,6,1,residual_1,11,20524.132811743235,20339.540973107258,21077.90832765116,1045.5683671255601,29.89615795884822,357.4869353625576,470.4876320049577,1,9,MILP
rolling_scenario_mean14,validation,2025-07-26,12,2,margin,11,25762.64518609946,25579.956671427237,26310.71073011613,100.07065760333182,565.7719784792857,239.94614279202148,304.81166902672305,1,9,LP
rolling_scenario_mean14,validation,2025-07-26,18,3,keep_previous,11,22192.74880157765,21983.55543745102,22820.328893957543,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-07-27,0,0,margin,10,57757.55104369976,56733.97275561665,60828.285907949095,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-07-27,6,1,residual_0,11,50938.25869813624,50742.75110670774,51524.781472421746,4517.8867437468,174.03841500000044,2015.449978534229,1807.2026645430199,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-07-27,12,2,residual_0,11,43642.442009078,43348.31510638134,44524.82271716797,6.821210263296962e-13,5148.529362662407,1761.5717970775445,1589.1897647555038,1,9,MILP
rolling_scenario_mean14,validation,2025-07-27,18,3,margin,11,31901.65382319394,31648.13067408844,32662.223270510447,230.97263450333617,53.85926506666647,208.12756619612657,202.11841404983676,1,9,LP
rolling_scenario_mean14,validation,2025-07-28,0,0,margin,10,61239.372405690105,59504.23090390249,66444.79691105294,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-07-28,6,1,residual_1,11,50988.1819637803,50755.63329184169,51685.82797959611,2120.252812119313,199.7584740905345,1036.8865902431883,904.2038444282065,1,9,LP
rolling_scenario_mean14,validation,2025-07-28,12,2,margin,11,43911.78198864759,43714.64209865306,44503.2016586312,173.95621364609133,2070.4332705637526,1025.2276139956216,902.2497877519776,1,9,LP
rolling_scenario_mean14,validation,2025-07-28,18,3,keep_previous,11,31523.779961130364,31313.577386164965,32154.38768602656,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-07-29,0,0,margin,10,62615.64273495163,60050.59522732293,70310.78525783774,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-07-29,6,1,residual_0,11,53848.00031950466,53226.11241110907,55713.664044691446,5447.2977923931485,156.78929795061856,1907.5170152326652,1690.9696104790587,1,9,LP
rolling_scenario_mean14,validation,2025-07-29,12,2,margin,11,45228.454676856876,45070.9001428732,45701.11827880791,134.6182179506178,3098.36434862688,1050.3724140273453,915.6450218686404,1,9,LP
rolling_scenario_mean14,validation,2025-07-29,18,3,keep_previous,11,32235.969182546716,32077.281294897646,32712.032845493923,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-07-30,0,0,margin,10,57726.20943670265,55671.762143230415,63889.55131711936,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-07-30,6,1,margin,11,51689.59158437469,51442.92914941702,52429.57888924772,7619.99888388477,0.0,2720.1250180483717,2415.831776796805,1,9,LP
rolling_scenario_mean14,validation,2025-07-30,12,2,residual_5,11,43782.74200883892,43594.91242885814,44346.23074878126,18.08253024222637,3104.438166951988,895.6211596798012,830.042457067304,1,9,LP
rolling_scenario_mean14,validation,2025-07-30,18,3,keep_previous,11,32220.046563368123,32041.649007658132,32755.239230498097,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-07-31,0,0,margin,10,59518.802715707876,58801.117684518715,61671.85780927536,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-07-31,6,1,residual_0,11,48166.92558342057,47959.13684779055,48790.291790310635,553.5832073788895,467.53196628806495,362.30101473337146,338.28430577738254,1,9,LP
rolling_scenario_mean14,validation,2025-07-31,12,2,residual_4,11,43291.000928837384,43130.86739298112,43771.40153640617,115.93513576428029,1402.7336762883456,449.6683818484592,414.8946466487645,1,9,LP
rolling_scenario_mean14,validation,2025-07-31,18,3,keep_previous,11,31839.05910749699,31640.252024755333,32435.480355721953,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-08-01,0,0,margin,10,29435.639831625285,29286.83460136036,29882.055522420065,0.0,0.0,0.0,0.0,0,9,MILP
rolling_scenario_mean14,validation,2025-08-01,6,1,margin,11,19228.35368853429,19060.28506609268,19732.559555859123,2.4442670110147446e-12,1991.4558071111103,666.3176881869509,890.3518370433843,1,9,MILP
rolling_scenario_mean14,validation,2025-08-01,12,2,margin,11,24892.884482022964,24725.585239969278,25394.782208184017,0.0,163.2302593333343,60.630502925517646,78.2809963141592,1,9,LP
rolling_scenario_mean14,validation,2025-08-01,18,3,margin,11,21909.449073374177,21762.681498390768,22349.751798324407,28.884421517777355,7.958078640513122e-13,18.723275662339333,20.126230038048163,1,9,LP
rolling_scenario_mean14,validation,2025-08-02,0,0,margin,10,30908.479798294968,30532.037806893808,32037.805772498443,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-02,6,1,margin,11,20717.17881204703,20545.74180681466,21231.489827744135,1.7053025658242404e-13,2790.5321373607685,856.9324077134216,1151.1831256300402,1,9,MILP
rolling_scenario_mean14,validation,2025-08-02,12,2,keep_previous,11,25339.972139180387,25157.650038069598,25886.93844251275,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-08-02,18,3,keep_previous,11,22020.094207748596,21843.358462895016,22550.301442309334,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-08-03,0,0,margin,10,52172.839630942566,51702.45802671468,53583.984443626214,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-03,6,1,margin,11,41730.86728374155,41388.96214740274,42756.582692758006,674.6886035658171,1900.2597232935527,644.1502920748158,668.7104274422802,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-03,12,2,margin,11,38694.8414154253,38327.162690721954,39797.877589535325,5.933031843596837e-13,3610.2978343984646,1111.7326193743615,1164.1673857936717,1,9,MILP
rolling_scenario_mean14,validation,2025-08-03,18,3,residual_0,11,31475.214207879388,31303.872905739972,31989.23811429763,145.22702202666824,323.21742287242705,251.52830909682567,241.41423222946278,1,9,LP
rolling_scenario_mean14,validation,2025-08-04,0,0,margin,10,55685.7400136214,55112.303589087474,57406.049287223155,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-04,6,1,margin,11,44763.3920047598,44485.48863919933,45597.10210144121,0.0,922.309554717414,433.33795516157625,404.66804818891444,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-04,12,2,margin,11,41446.17284371975,41156.346891039946,42315.65070175918,1.8474111129762605e-13,5233.891957903987,1810.4259961911152,1704.2221456023076,1,9,MILP
rolling_scenario_mean14,validation,2025-08-04,18,3,residual_0,11,31518.775475121314,31262.185785490405,32288.54454401404,181.97089687444463,97.31134699588404,190.03499832532566,189.59599852709925,1,9,LP
rolling_scenario_mean14,validation,2025-08-05,0,0,margin,10,56233.89905074802,55642.65505818347,58007.631028441676,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-05,6,1,residual_4,11,46481.401979581446,45965.795568729736,48028.22121213658,999.8555852222219,789.6072738175616,533.7043707700587,516.1854283577718,1,9,LP
rolling_scenario_mean14,validation,2025-08-05,12,2,residual_0,11,42374.56874939816,42029.83348226441,43408.774550799404,773.4450482141568,3989.5413509945092,1490.6755997047305,1477.5474601675742,1,9,MILP
rolling_scenario_mean14,validation,2025-08-05,18,3,residual_0,11,32187.28689855286,31797.02712631011,33358.066215281106,2.48333943333364,25.448548888888922,18.276816672583514,18.13720296783478,1,9,LP
rolling_scenario_mean14,validation,2025-08-06,0,0,margin,10,62617.159923426196,60876.56761834551,67838.93683866825,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-06,6,1,keep_previous,11,50175.83943290193,49812.30606408765,51266.43953934477,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-06,12,2,margin,11,46594.631495669644,46232.340499525024,47681.504484103505,1.1368683772161603e-13,7505.1767936364995,2844.5896118218334,2491.125667445627,1,9,MILP
rolling_scenario_mean14,validation,2025-08-06,18,3,residual_5,11,31992.6377715207,31862.65880307961,32382.574676843986,201.35457333333238,394.7496669800007,335.2807563060565,322.7399382427629,1,9,LP
rolling_scenario_mean14,validation,2025-08-07,0,0,residual_0,10,62050.5879776022,61267.47878689337,64399.91554972867,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-08-07,6,1,residual_2,11,49589.90478456586,48651.51563602468,52405.072230189406,632.4365994333302,11115.065032359398,3421.2083746537605,3385.7331707681806,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-07,12,2,residual_4,11,43024.89031734422,42553.22342006763,44439.89100917401,979.4196181510018,3757.466363106993,1504.2286052778381,1466.4487332235008,1,9,MILP
rolling_scenario_mean14,validation,2025-08-07,18,3,residual_4,11,31552.04656541173,31370.440336899825,32096.86525094744,0.0,163.42551898333215,110.71988672971034,109.55757132348623,1,9,LP
rolling_scenario_mean14,validation,2025-08-08,0,0,residual_3,10,29081.418110540282,28044.653340289853,32191.712421291566,0.0,0.0,0.0,0.0,0,9,MILP
rolling_scenario_mean14,validation,2025-08-08,6,1,keep_previous,11,19334.34545034035,19018.442489048593,20282.054334215623,0.0,0.0,0.0,0.0,0,9,MILP
rolling_scenario_mean14,validation,2025-08-08,12,2,keep_previous,11,24993.20294493209,24755.69934764013,25705.71373680797,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-08-08,18,3,residual_3,11,21901.711145351514,21698.916406507018,22510.095361884996,0.0,14.309124999998744,8.861641112499179,9.574358187141979,1,9,LP
rolling_scenario_mean14,validation,2025-08-09,0,0,residual_2,10,28192.478064012485,27792.4561394888,29392.543837583533,0.0,0.0,0.0,0.0,0,9,MILP
rolling_scenario_mean14,validation,2025-08-09,6,1,margin,11,18865.47796134715,18668.384421073315,19456.75858216866,59.068760222217975,445.56087088889024,174.3823376690791,227.7161087829969,1,9,MILP
rolling_scenario_mean14,validation,2025-08-09,12,2,margin,11,25769.33539142383,25348.734454851176,27031.13820114179,482.6911815822263,1.1368683772161603e-13,178.3349044806065,229.70469480765053,1,9,LP
rolling_scenario_mean14,validation,2025-08-09,18,3,keep_previous,11,22043.032325510845,21805.080211371627,22756.8886679285,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-08-10,0,0,residual_1,10,53178.7142883351,53051.33605013983,53560.84900292091,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-10,6,1,margin,11,42385.98055365442,41711.728072479,44408.73799718069,116.68560734333579,3760.86038370782,1500.5105467276107,1390.098534826557,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-10,12,2,residual_1,11,40858.76319143145,40132.36659105451,43037.95299256226,354.8013665055513,566.0193354167905,374.03877782717757,333.4702181525708,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-10,18,3,residual_1,11,31462.090394522384,31230.785701699024,32156.004472992463,0.0,76.67665288888986,55.33762325112299,54.06785687269837,1,9,LP
rolling_scenario_mean14,validation,2025-08-11,0,0,residual_0,10,51069.25204830896,50922.201664278145,51510.40320040142,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-11,6,1,margin,11,42272.73861080202,41773.98070626755,43769.01232440542,750.6024808311063,335.9860571454004,397.75965411072445,365.4176303609031,1,9,LP
rolling_scenario_mean14,validation,2025-08-11,12,2,residual_0,11,41481.25816058306,40791.818043243446,43549.5785126019,1010.0397712752205,2190.528654704443,897.6470077608535,822.3093580963509,1,9,MILP
rolling_scenario_mean14,validation,2025-08-11,18,3,keep_previous,11,31169.554095366133,30920.455752066304,31916.849125265617,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-08-12,0,0,margin,10,54139.8406454482,53766.34709775345,55260.32128853244,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-12,6,1,point,11,44485.318240264096,44260.66268500388,45159.28490604475,1189.2455710999955,5719.512530089162,2078.3907577716095,1800.4201007639917,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-12,12,2,residual_0,11,41423.95003479811,41303.37697710328,41785.66920788259,993.9943148089184,845.7803837928649,641.3528909713718,573.8407847768194,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-12,18,3,keep_previous,11,30799.956606302505,30669.85965200015,31190.24746920958,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-08-13,0,0,margin,10,49766.97639726468,49256.31175126592,51298.970335260965,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-13,6,1,keep_previous,11,39298.71413831242,39156.918249394366,39724.10180506658,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-08-13,12,2,point,11,37671.079022311336,37530.79280019813,38091.937688650956,513.051747035184,744.1121947352542,403.49093817700066,360.0443122818002,1,9,LP
rolling_scenario_mean14,validation,2025-08-13,18,3,point,11,30707.689902010417,30558.90595443852,31154.041744726117,54.139971016665186,0.0,43.94541447422713,42.732872480493185,1,9,LP
rolling_scenario_mean14,validation,2025-08-14,0,0,margin,10,51196.877672468545,50988.84452937637,51820.97710174505,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-14,6,1,point,11,42739.18001475657,42603.764393387384,43145.426878864106,2547.6618883539036,524.3552616666678,873.1234840849885,796.094879701979,1,9,LP
rolling_scenario_mean14,validation,2025-08-14,12,2,point,11,38446.47359193333,38297.8717548306,38892.279103241526,2.2737367544323206e-13,3223.251810046632,1033.9952616959154,872.9743616298555,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-14,18,3,keep_previous,11,30548.553816661744,30409.91663872488,30964.465350472332,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-08-15,0,0,margin,10,27200.16813226712,27113.975262690517,27458.74674099694,0.0,0.0,0.0,0.0,0,9,MILP
rolling_scenario_mean14,validation,2025-08-15,6,1,margin,11,18034.474666675087,17932.749289780844,18339.650797357823,5.684341886080802e-14,1162.9025480000098,423.1612340843153,540.0282872746344,1,9,MILP
rolling_scenario_mean14,validation,2025-08-15,12,2,margin,11,23562.489304255978,23452.005603238682,23893.940407307862,0.0,400.74528466666607,152.4950501100719,191.9654783543187,1,9,LP
rolling_scenario_mean14,validation,2025-08-15,18,3,keep_previous,11,20983.343501392854,20857.932444760925,21359.57667128864,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-08-16,0,0,margin,10,28709.39503736915,28578.549743055188,29101.930920311042,0.0,0.0,0.0,0.0,0,9,MILP
rolling_scenario_mean14,validation,2025-08-16,6,1,margin,11,18408.75915638519,18309.649892018246,18706.08694948602,1.7053025658242404e-12,3156.2038846666665,1038.3288196819774,1348.6666617583992,1,9,MILP
rolling_scenario_mean14,validation,2025-08-16,12,2,keep_previous,11,23858.329970710263,23751.870289210627,24177.70901520917,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-08-16,18,3,keep_previous,11,21246.695593988075,21123.843766385984,21615.251076794353,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-08-17,0,0,margin,10,52374.436275507614,51891.90185142542,53822.03954775418,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-17,6,1,point,11,40762.297097751136,40704.813277093235,40934.74855972483,0.0,4482.1276442112485,1088.1248345338286,1041.4634060092649,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-17,12,2,point,11,39021.59503829447,38965.54311029741,39189.75082228565,576.3490596011129,2534.484592668039,846.300273451084,714.885369171035,1,9,MILP
rolling_scenario_mean14,validation,2025-08-17,18,3,keep_previous,11,30769.053373699877,30691.594014104398,31001.431452486315,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-08-18,0,0,margin,10,52300.870678637264,51657.04761699748,54232.33986355663,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-18,6,1,margin,11,41384.815309516634,41310.03023346933,41609.170537658545,24.954006591208213,87.4905818189269,65.89586565647404,60.95080707625928,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-18,12,2,margin,11,39490.795837974016,39414.53191382796,39719.58761041219,0.04029744444449079,2354.7567391549987,787.728525898666,693.0791681440869,1,9,MILP
rolling_scenario_mean14,validation,2025-08-18,18,3,keep_previous,11,30853.002637746347,30772.598057015308,31094.21637993947,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-08-19,0,0,margin,10,50234.389440431885,50153.615161120644,50476.71227836561,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-19,6,1,margin,11,39142.71377062422,39081.9026118682,39325.147246892295,5.674936222221845,2208.3834309904096,880.6312984865477,799.3571365092173,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-19,12,2,point,11,38298.67755872087,38211.20095809933,38561.10736058547,698.2873831804545,1502.7518279341568,636.4486078568747,537.5009011705521,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-19,18,3,keep_previous,11,30770.721933299395,30691.51757066334,31008.335021207553,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-08-20,0,0,margin,10,56173.85725272417,54774.30464029347,60372.51509001627,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-20,6,1,margin,11,44909.36947808679,44758.1170240035,45363.126840336656,1746.5320403333294,5481.083468079561,2390.525553135868,2013.7598562174735,1,9,LP
rolling_scenario_mean14,validation,2025-08-20,12,2,margin,11,38394.16084725949,38261.22718366867,38792.96183803194,0.0,1493.4057469190657,535.2808743156754,456.7193635928729,1,9,LP
rolling_scenario_mean14,validation,2025-08-20,18,3,keep_previous,11,30672.128496111054,30535.55889309231,31081.837305167282,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-08-21,0,0,margin,10,53819.42127101196,52532.92584221253,57678.907557410246,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-21,6,1,margin,11,42224.86483482992,42081.274886303145,42655.63468041024,937.4781976666618,5813.321701604938,2022.971021545894,1689.6091557186523,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-08-21,12,2,margin,11,39087.523059142215,38961.169322178364,39466.58427003376,0.0,1321.8814894814827,471.627342454558,389.0612299372648,1,9,MILP
rolling_scenario_mean14,validation,2025-08-21,18,3,keep_previous,11,30624.069181047227,30495.29298070764,31010.397782065993,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-08-22,0,0,margin,10,26750.462881545158,26690.027680851494,26931.768483626147,0.0,0.0,0.0,0.0,0,9,MILP
rolling_scenario_mean14,validation,2025-08-22,6,1,margin,11,17471.90249700643,17394.810615776067,17703.178140697524,8.386109666667153,802.7744117777765,279.8186709784887,357.0472925254013,1,9,MILP
