strategy,window,period,date,issue_hour,plan_version,chosen_source,candidate_count,chosen_score,scenario_mean,scenario_cvar,increase_kwh,decrease_kwh,adjustment_cost,decision_adjustment_cost,changed,price_bias,solver
rolling_scenario_mean14,val_june,validation,2025-06-11,12,2,margin,11,39544.01399662711,39329.96176892181,40186.17067974301,30.739356374447652,1851.8862294142655,842.2030850058889,745.1638743761084,1,0.0,LP
rolling_scenario_mean14,val_june,validation,2025-06-11,18,3,margin,11,25283.91246600037,25091.193993819626,25862.0678825426,0.0,31.201462707782298,20.84841724275413,19.59958208176878,1,0.0,LP
rolling_scenario_mean14,val_june,validation,2025-06-12,6,1,residual_0,11,46840.71277937316,46683.51108309779,47312.317868199294,3754.3590535533685,156.20821666666666,1550.112600395679,1307.1433368186479,1,0.0,LP
rolling_scenario_mean14,val_june,validation,2025-06-12,12,2,margin,11,39685.002117950295,39305.64264522026,40823.08053614041,262.97153690522316,3697.18046330577,1765.7363505964997,1521.8434863797218,1,0.0,LP
rolling_scenario_mean14,val_june,validation,2025-06-12,18,3,keep_previous,11,25147.41400639677,24985.99908202611,25631.658779508754,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,val_june,validation,2025-06-13,6,1,margin,11,15240.23062931227,14857.046880474272,16389.781875826262,271.6254895166626,2045.3667096666677,781.7871617748955,967.1939854336208,1,0.0,MILP
rolling_scenario_mean14,val_june,validation,2025-06-13,12,2,residual_1,11,19199.0742984453,18899.542211262622,20097.67055999333,1126.0092024299984,330.782158436543,513.2108409357477,616.0166078137916,1,0.0,MILP
rolling_scenario_mean14,val_june,validation,2025-06-13,18,3,residual_0,11,16773.751947959452,16573.794142085822,17373.62536558034,147.85076419478378,1.1368683772161603e-13,57.34184568787943,60.706438990461386,1,0.0,LP
rolling_scenario_mean14,val_june,validation,2025-06-14,6,1,residual_1,11,15145.161253600716,14813.348319288136,16140.600056538458,676.1206195500031,2.2737367544323206e-13,210.10424465627375,263.92725813150156,1,0.0,MILP
rolling_scenario_mean14,val_june,validation,2025-06-14,12,2,residual_0,11,20148.002177017504,19964.96849743507,20697.1032157648,292.1762865111101,888.992963019548,396.87981597568944,484.2711511783714,1,0.0,MILP
rolling_scenario_mean14,val_june,validation,2025-06-14,18,3,residual_0,11,17128.079067112078,16936.712145906076,17702.179830730074,0.0,0.5281966735242918,0.30746443136936524,0.3232765292143692,1,0.0,LP
rolling_scenario_mean14,val_june,validation,2025-06-15,6,1,residual_0,11,46758.47139082706,46636.246648354136,47125.14561824582,4467.233837175071,384.49384566255344,1772.5004770314868,1666.4850340096655,1,0.0,LP
rolling_scenario_mean14,val_june,validation,2025-06-15,12,2,margin,11,39015.00295259887,38884.7856784711,39405.65477498219,187.21015971810812,1855.1822365381693,750.269578100889,704.175470050232,1,0.0,LP
rolling_scenario_mean14,val_june,validation,2025-06-15,18,3,margin,11,25865.36531851983,25727.1440341208,26280.029171716928,0.0,13.38817694444458,8.788646528227853,8.567985550652242,1,0.0,LP
rolling_scenario_mean14,val_june,validation,2025-06-16,6,1,residual_5,11,45717.72450230876,45521.25876132757,46307.121725252335,650.676580606667,1358.80161741758,870.8747455520164,799.4796526385436,1,0.0,LP
rolling_scenario_mean14,val_june,validation,2025-06-16,12,2,margin,11,38786.263718384944,38631.21116534224,39251.42137751305,669.4191007983543,1392.5320353309494,880.772032612862,812.6454319503933,1,0.0,LP
rolling_scenario_mean14,val_june,validation,2025-06-16,18,3,keep_previous,11,25592.50929068128,25423.252837279826,26100.278650885637,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,val_june,validation,2025-06-17,6,1,residual_4,11,49733.53005373599,49519.037768380935,50377.00690980113,2916.2735384588786,1627.7796741488892,1919.2141590790277,1741.1891150135482,1,0.0,LP
rolling_scenario_mean14,val_june,validation,2025-06-17,12,2,margin,11,41524.21348124847,41341.974432124254,42070.93062862114,548.8622620738679,2366.717059374031,1289.041895490304,1173.8928420577276,1,0.0,LP
rolling_scenario_mean14,val_june,validation,2025-06-17,18,3,keep_previous,11,25716.830237246904,25522.110410701254,26300.989716883858,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,val_june,validation,2025-06-18,6,1,residual_3,11,50050.77552289978,49844.47373670451,50669.680881485576,3041.481915643551,2136.0524857020573,2176.387515339819,2003.814128228039,1,0.0,LP
rolling_scenario_mean14,val_june,validation,2025-06-18,12,2,residual_4,11,40787.85784433887,40598.281385278344,41356.58722152046,73.59658345983473,5669.974846723114,2439.4455669415197,2221.2190908684984,1,0.0,LP
rolling_scenario_mean14,val_june,validation,2025-06-18,18,3,residual_0,11,25404.719991048936,25249.91373172974,25869.138769006528,228.61959945720332,107.91969266666672,127.25629058289681,122.68274180182897,1,0.0,LP
rolling_scenario_mean14,val_june,validation,2025-06-19,6,1,residual_2,11,44902.65958460151,44596.85409514335,45820.07605297597,3845.0532341816324,8964.04555651551,4751.12806722909,4450.760827350903,1,0.0,LP
rolling_scenario_mean14,val_june,validation,2025-06-19,12,2,residual_3,11,38073.68494292884,37927.28654170173,38512.88014661019,3148.3792325765953,138.22128864609078,1239.3116287954947,1182.1602584993977,1,0.0,LP
rolling_scenario_mean14,val_june,validation,2025-06-19,18,3,keep_previous,11,25129.768153082503,24967.78626045097,25615.713830977107,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,val_june,validation,2025-06-20,6,1,residual_1,11,15600.219840145453,15464.475394044734,16007.453178447613,367.93460400111087,391.9664136790136,245.84775779301626,303.80810575983196,1,0.0,MILP
rolling_scenario_mean14,val_june,validation,2025-06-20,12,2,margin,11,20907.16677664294,20720.63900614601,21466.750088133715,350.56373967901334,772.1084207788891,387.69860611788295,480.96995467514,1,0.0,LP
rolling_scenario_mean14,val_june,validation,2025-06-20,18,3,keep_previous,11,16772.810418893383,16626.07081497354,17213.02923065291,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,val_june,validation,2025-06-21,6,1,residual_0,11,15385.183109638834,15234.290659675382,15837.860459529189,862.0234070322217,317.7643597860098,391.11826200370126,516.7088834941874,1,0.0,MILP
rolling_scenario_mean14,val_june,validation,2025-06-21,12,2,residual_1,11,20872.157252710404,20619.725224207607,21629.453338218795,22.900545951361096,613.9326350978115,206.79898646020786,277.3386079873452,1,0.0,LP
rolling_scenario_mean14,val_june,validation,2025-06-21,18,3,residual_0,11,17073.244686147103,16914.634042705027,17549.076616473336,8.131254560485445,49.72747511111129,29.888875558380917,32.92460345254439,1,0.0,LP
rolling_scenario_mean14,val_august,validation,2025-08-18,6,1,margin,11,41384.815309516634,41310.03023346933,41609.170537658545,24.954006591208213,87.4905818189269,65.89586565647404,60.95080707625928,1,0.0,LP+MILP
rolling_scenario_mean14,val_august,validation,2025-08-18,12,2,margin,11,39490.795837974016,39414.53191382796,39719.58761041219,0.04029744444449079,2354.7567391549987,787.728525898666,693.0791681440869,1,0.0,MILP
rolling_scenario_mean14,val_august,validation,2025-08-18,18,3,keep_previous,11,30853.002637746347,30772.598057015308,31094.21637993947,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,val_august,validation,2025-08-19,6,1,margin,11,39142.71377062422,39081.9026118682,39325.147246892295,5.674936222221845,2208.3834309904096,880.6312984865477,799.3571365092173,1,0.0,LP+MILP
rolling_scenario_mean14,val_august,validation,2025-08-19,12,2,point,11,38298.67755872087,38211.20095809933,38561.10736058547,698.2873831804545,1502.7518279341568,636.4486078568747,537.5009011705521,1,0.0,LP+MILP
rolling_scenario_mean14,val_august,validation,2025-08-19,18,3,keep_previous,11,30770.721933299395,30691.51757066334,31008.335021207553,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,val_august,validation,2025-08-20,6,1,margin,11,44909.36947808679,44758.1170240035,45363.126840336656,1746.5320403333294,5481.083468079561,2390.525553135868,2013.7598562174735,1,0.0,LP
rolling_scenario_mean14,val_august,validation,2025-08-20,12,2,margin,11,38394.16084725949,38261.22718366867,38792.96183803194,0.0,1493.4057469190657,535.2808743156754,456.7193635928729,1,0.0,LP
rolling_scenario_mean14,val_august,validation,2025-08-20,18,3,keep_previous,11,30672.128496111054,30535.55889309231,31081.837305167282,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,val_august,validation,2025-08-21,6,1,margin,11,42224.86483482992,42081.274886303145,42655.63468041024,937.4781976666618,5813.321701604938,2022.971021545894,1689.6091557186523,1,0.0,LP+MILP
rolling_scenario_mean14,val_august,validation,2025-08-21,12,2,margin,11,39087.523059142215,38961.169322178364,39466.58427003376,0.0,1321.8814894814827,471.627342454558,389.0612299372648,1,0.0,MILP
rolling_scenario_mean14,val_august,validation,2025-08-21,18,3,keep_previous,11,30624.069181047227,30495.29298070764,31010.397782065993,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,val_august,validation,2025-08-22,6,1,margin,11,17471.90249700643,17394.810615776067,17703.178140697524,8.386109666667153,802.7744117777765,279.8186709784887,357.0472925254013,1,0.0,MILP
rolling_scenario_mean14,val_august,validation,2025-08-22,12,2,margin,11,23729.214073840263,23647.769753885757,23973.547033703777,0.0,141.37595298628128,74.89818470611677,86.12150578889099,1,0.0,LP
rolling_scenario_mean14,val_august,validation,2025-08-22,18,3,keep_previous,11,20855.24613201392,20776.07461016655,21092.76069755603,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,val_august,validation,2025-08-23,6,1,residual_7,11,18747.870034791897,18666.905180451475,18990.764597813162,754.6952482355574,334.58136200000087,319.14577587396946,404.1114749045551,1,0.0,MILP
rolling_scenario_mean14,val_august,validation,2025-08-23,12,2,residual_7,11,24321.80599399658,24241.676117148978,24562.195624539378,35.91708233333003,1.5676916666668603,13.430658309943285,17.407754963081405,1,0.0,LP
rolling_scenario_mean14,val_august,validation,2025-08-23,18,3,keep_previous,11,21348.359460234413,21265.745861720534,21596.200255776046,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,val_august,validation,2025-08-24,6,1,margin,11,39933.87742262768,39725.07221442301,40560.29304724169,9.767759043337009,2770.8311738010952,1245.5177158083575,1094.7178084159732,1,0.0,LP+MILP
rolling_scenario_mean14,val_august,validation,2025-08-24,12,2,residual_6,11,40024.78709674917,39902.34299322408,40392.11940732443,1995.2564629883907,808.0975941111093,1074.2719117599793,972.6415391510022,1,0.0,MILP
rolling_scenario_mean14,val_august,validation,2025-08-24,18,3,keep_previous,11,30959.10738470764,30846.512503411497,31296.892028596063,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,val_august,validation,2025-08-25,6,1,margin,11,49946.53523847802,49815.75516439687,50338.875460721465,186.18488810111353,11834.913741260621,4032.7591538547313,3413.1626219625996,1,0.0,LP
rolling_scenario_mean14,val_august,validation,2025-08-25,12,2,margin,11,42630.27984429975,42432.20152390923,43224.51480547131,0.0,4500.034618435815,1769.261669961144,1508.1425087822781,1,0.0,LP
rolling_scenario_mean14,val_august,validation,2025-08-25,18,3,keep_previous,11,30869.600398040093,30683.996143086017,31426.41316290232,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,val_august,validation,2025-08-26,6,1,margin,11,45710.09400942527,45422.08689373064,46574.11535650917,4876.582356290821,0.0,1263.1343862868139,1144.0976227349156,1,0.0,LP+MILP
rolling_scenario_mean14,val_august,validation,2025-08-26,12,2,margin,11,41365.143045015255,41142.90419381749,42031.85959860854,0.0,4656.254091773664,1481.0287311547568,1335.139802569644,1,0.0,MILP
rolling_scenario_mean14,val_august,validation,2025-08-26,18,3,margin,11,30987.29766920356,30779.808219012695,31609.76601977615,0.0,11.595204333332617,8.310341124793926,7.966760203842355,1,0.0,LP
rolling_scenario_mean14,val_august,validation,2025-08-27,6,1,margin,11,50796.35268577118,50180.70740173198,52643.28853788876,9569.362825775039,0.0,3088.7845683303385,2682.7260433164593,1,0.0,LP
rolling_scenario_mean14,val_august,validation,2025-08-27,12,2,margin,11,43386.279593084095,43098.2025094658,44250.51084393898,0.0,6235.296906965708,1921.2572246574252,1761.4833949454114,1,0.0,MILP
rolling_scenario_mean14,val_august,validation,2025-08-27,18,3,keep_previous,11,30805.233567957614,30542.522394375643,31593.36708870353,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,val_august,validation,2025-08-28,6,1,residual_2,11,49586.69974054214,47980.17982739392,54406.259479986795,7018.855986714271,378.8864324444452,2759.5424418535463,2371.6365135965875,1,0.0,LP
rolling_scenario_mean14,val_august,validation,2025-08-28,12,2,residual_2,11,39542.49115878864,39384.703897263826,40015.85294336307,0.0,3180.5586379497454,1133.904688943081,972.861910460209,1,0.0,LP
rolling_scenario_mean14,val_august,validation,2025-08-28,18,3,keep_previous,11,30417.471370867814,30337.583625423355,30657.134607201195,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,val_august,validation,2025-08-29,6,1,margin,11,20129.278520358257,19784.98547374375,21162.157660201778,2.7619312222236942,1901.2070597355528,663.3423458507928,835.1631733661808,1,0.0,MILP
rolling_scenario_mean14,val_august,validation,2025-08-29,12,2,margin,11,25122.23365560149,24879.089949010926,25851.664775373174,646.4067816666671,2.2737367544323206e-13,234.44985590602286,296.3553874056118,1,0.0,LP
rolling_scenario_mean14,val_august,validation,2025-08-29,18,3,margin,11,20941.87173037602,20839.66952852659,21248.47833592431,0.0,9.198994000001676,5.79811609432329,6.343980129340077,1,0.0,LP
rolling_scenario_mean14,val_august,validation,2025-08-30,6,1,residual_2,11,19745.514712832293,19594.801563638164,20197.654160414684,174.28489511110791,1172.58847051852,374.9623747719754,443.61094036412885,1,0.0,MILP
rolling_scenario_mean14,val_august,validation,2025-08-30,12,2,residual_0,11,25038.5631846341,24902.30229527173,25447.345852721202,173.437604979424,1139.6118313717423,392.9836279555809,491.0912245893586,1,0.0,LP
rolling_scenario_mean14,val_august,validation,2025-08-30,18,3,margin,11,21123.92194025997,21022.732122121735,21427.491394674675,419.88433327005833,0.0,120.66017852956877,138.24524637679613,1,0.0,LP
rolling_scenario_mean14,val_august,validation,2025-08-31,6,1,margin,11,42545.369240795924,42451.36391532157,42827.38521721899,511.33620103205453,362.3529095555533,305.97280836697513,261.9043874403639,1,0.0,LP+MILP
rolling_scenario_mean14,val_august,validation,2025-08-31,12,2,margin,11,38718.24153551641,38612.93046309936,39034.17475276758,3.836850888887625,3148.277995783259,1178.9717963824746,1024.4919851605782,1,0.0,LP
rolling_scenario_mean14,val_august,validation,2025-08-31,18,3,keep_previous,11,30433.545861211805,30330.96147698935,30741.29901387918,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,eval_september,evaluation,2025-09-10,6,1,point,11,36705.62371457993,36031.63292047239,38727.59609690256,0.0,4603.118918113854,1357.4418182315962,1144.3976630243285,1,0.0,LP+MILP
rolling_scenario_mean14,eval_september,evaluation,2025-09-10,12,2,point,10,34808.96433320134,34106.852291533985,36915.3004582034,2954.5966727366217,0.0,1045.5609228910844,918.6929365837209,1,0.0,LP
rolling_scenario_mean14,eval_september,evaluation,2025-09-10,18,3,point,10,24214.075133545186,23437.937231214375,26542.48884053762,0.35141666666663696,0.0,0.23175109194442414,0.228604155694426,1,0.0,LP
rolling_scenario_mean14,eval_september,evaluation,2025-09-11,6,1,point,11,35948.7992527941,35299.7288021373,37896.01060476451,0.0,10268.185316790124,2565.0879692311178,2423.7780927787585,1,0.0,LP+MILP
rolling_scenario_mean14,eval_september,evaluation,2025-09-11,12,2,point,10,31242.2542172287,30567.411197630914,33266.78327602206,60.49803333333341,211.51191436213867,63.415424038981286,65.55818624703835,1,0.0,LP+MILP
rolling_scenario_mean14,eval_september,evaluation,2025-09-11,18,3,point,10,24070.956921000114,23327.452296765656,26301.470793703495,0.0,2.4206250000004275,1.5932069625002678,1.569445070089558,1,0.0,LP
rolling_scenario_mean14,eval_september,evaluation,2025-09-12,6,1,point,10,15305.086572247277,14582.082064733133,17474.10009478971,2.2737367544323206e-13,740.2803711111112,235.13646601708322,311.0121262518928,1,0.0,MILP
rolling_scenario_mean14,eval_september,evaluation,2025-09-12,12,2,point,10,19717.163898736922,18965.874678269152,21971.03156014023,886.3553766666669,5.684341886080801e-13,279.6503436286113,368.93352494251815,1,0.0,LP
rolling_scenario_mean14,eval_september,evaluation,2025-09-12,18,3,keep_previous,10,15298.900323254282,14471.35109196755,17781.54801711448,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,eval_september,evaluation,2025-09-13,6,1,point,10,15475.273002014725,14779.07346766669,17563.871605058823,1.1368683772161603e-13,226.52633333333364,81.08592032944455,102.54845107384935,1,0.0,MILP
rolling_scenario_mean14,eval_september,evaluation,2025-09-13,12,2,point,10,19218.93880126624,18495.90898153158,21388.028260470215,261.47121166666574,2.2737367544323206e-13,88.14790197113852,109.27755579924164,1,0.0,LP
rolling_scenario_mean14,eval_september,evaluation,2025-09-13,18,3,point,10,15341.243482827475,14546.1389730076,17726.5570122871,4.034750000000372,0.0,2.2828884483335443,2.581135247024047,1,0.0,LP
rolling_scenario_mean14,eval_september,evaluation,2025-09-14,6,1,point,11,38293.303789030775,37624.3879525959,40300.05129833542,0.0,8374.700960382712,2737.4940458478895,2454.7624578785003,1,0.0,LP+MILP
rolling_scenario_mean14,eval_september,evaluation,2025-09-14,12,2,point,10,33001.06488158404,32299.94535557011,35104.42345962583,416.37734444444084,734.1873655967112,319.26848576994615,249.33896469764295,1,0.0,LP+MILP
rolling_scenario_mean14,eval_september,evaluation,2025-09-14,18,3,keep_previous,10,23207.932040807194,22440.333584782198,25510.72740888219,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,eval_september,evaluation,2025-09-15,6,1,point,10,32085.257067861334,31433.92062409533,34039.26639915934,358.3771445833317,183.7600565102883,224.4142469778868,198.82437226649228,1,0.0,LP+MILP
rolling_scenario_mean14,eval_september,evaluation,2025-09-15,12,2,point,10,30292.313107098686,29618.99781438388,32312.2589852431,300.7498914248962,0.0,115.04775527707514,92.51453006319005,1,0.0,MILP
rolling_scenario_mean14,eval_september,evaluation,2025-09-15,18,3,keep_previous,10,22104.071026111167,21367.27150587513,24314.46958681928,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,eval_september,evaluation,2025-09-16,6,1,point,11,36979.673972398836,36419.2831281469,38660.84650515466,149.38738611111182,6386.777256787978,2228.314387145031,1860.3708085341282,1,0.0,LP
rolling_scenario_mean14,eval_september,evaluation,2025-09-16,12,2,point,10,32056.85539163914,31425.506070800202,33950.90335415595,32.58568105556009,3148.8163293827147,785.1776896614462,599.343032660175,1,0.0,MILP
rolling_scenario_mean14,eval_september,evaluation,2025-09-16,18,3,point,10,22397.559850172634,21707.003530407474,24469.228809468113,3.15362499999992,0.0,2.0864382999999473,2.0115930175297105,1,0.0,LP
rolling_scenario_mean14,eval_september,evaluation,2025-09-17,6,1,point,11,36289.256875547275,35760.12814711568,37876.643060842034,0.0,3793.3387137270247,1191.6927343487737,1045.1425114724968,1,0.0,LP+MILP
rolling_scenario_mean14,eval_september,evaluation,2025-09-17,12,2,point,10,30748.797517988492,30142.4097946108,32567.96068812157,0.0,656.3173677160435,303.9832208701922,273.2524275495737,1,0.0,LP+MILP
rolling_scenario_mean14,eval_september,evaluation,2025-09-17,18,3,keep_previous,10,22437.72724110035,21775.708494924624,24423.783479627527,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,eval_september,evaluation,2025-09-18,6,1,point,11,38011.03205456817,37497.07455015396,39552.90456781081,7601.158022440744,0.0,1904.5736645100378,1621.5524835615843,1,0.0,LP
rolling_scenario_mean14,eval_september,evaluation,2025-09-18,12,2,point,10,32188.967528007197,31602.689955747188,33947.80024478723,0.7574633611134232,3196.5594451100837,858.1577482500409,728.1892675874985,1,0.0,LP+MILP
rolling_scenario_mean14,eval_september,evaluation,2025-09-18,18,3,keep_previous,10,22506.82013309741,21867.361860466834,24425.194950989153,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,eval_september,evaluation,2025-09-19,6,1,point,10,15065.779102960538,14496.150454801886,16774.665047436494,340.63749083333056,1.7053025658242404e-13,107.61747308708232,137.2846677290165,1,0.0,MILP
rolling_scenario_mean14,eval_september,evaluation,2025-09-19,12,2,point,10,18717.699631142772,18130.385918505308,20479.640769055164,0.0,762.5635119444414,248.44745448299867,315.51580371868283,1,0.0,LP
rolling_scenario_mean14,eval_september,evaluation,2025-09-19,18,3,keep_previous,10,14843.624923253949,14222.114857837501,16708.15511950329,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,eval_september,evaluation,2025-09-20,6,1,point,10,14969.091797137748,14413.760257479344,16635.08641611296,0.4694083333353092,329.4732933333331,108.78669274550114,136.41135097018565,1,0.0,MILP
rolling_scenario_mean14,eval_september,evaluation,2025-09-20,12,2,point,10,18534.01166487258,17962.50060939709,20248.544831299056,0.0,363.2028972222225,123.54783830472235,154.67312562622038,1,0.0,LP
rolling_scenario_mean14,eval_september,evaluation,2025-09-20,18,3,keep_previous,10,14928.833557926295,14324.867337849106,16740.732218157864,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,eval_september,evaluation,2025-09-21,6,1,point,11,36586.440655683415,36050.63490458247,38193.85790898626,67.34065833333307,2182.6616792675254,823.7533283904058,775.0448217491687,1,0.0,LP
rolling_scenario_mean14,eval_september,evaluation,2025-09-21,12,2,point,10,32756.382454347553,32205.169985201068,34410.019861787005,4.547473508864641e-13,2759.620771711934,658.3967995678104,534.4223381446523,1,0.0,MILP
rolling_scenario_mean14,eval_september,evaluation,2025-09-21,18,3,keep_previous,10,22992.533035358683,22411.977949709413,24734.1982923065,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,eval_september,evaluation,2025-09-22,6,1,margin,11,36375.02239319289,35879.813901140566,37860.647869349865,0.0,8492.728114651814,2574.486282103694,2190.515476171644,1,0.0,LP+MILP
rolling_scenario_mean14,eval_september,evaluation,2025-09-22,12,2,point,10,30358.388503422604,29831.131782934386,31940.158664887254,0.0,412.0887119259273,206.48683255283208,180.51619464142172,1,0.0,LP
rolling_scenario_mean14,eval_september,evaluation,2025-09-22,18,3,keep_previous,10,22060.09341365918,21506.329223926263,23721.385982857926,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,eval_september,evaluation,2025-09-23,6,1,margin,11,36823.69209370496,36348.39282607937,38249.58989658174,0.0,3507.592764759948,1101.7647165136004,956.5267725279723,1,0.0,LP
rolling_scenario_mean14,eval_september,evaluation,2025-09-23,12,2,point,10,31470.98235210944,30978.970587155633,32947.01764697086,0.0,1690.0979667914949,459.18824396400623,395.98574371764556,1,0.0,LP+MILP
rolling_scenario_mean14,eval_september,evaluation,2025-09-23,18,3,keep_previous,10,22349.84310574772,21833.21771556484,23899.71927629637,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,eval_december,evaluation,2025-12-08,6,1,margin,11,62596.925140222505,62521.299793020604,62823.80118182821,883.156358861105,560.8750199945141,757.4708229039245,654.3592142851473,1,0.0,LP
rolling_scenario_mean14,eval_december,evaluation,2025-12-08,12,2,margin,11,41275.48473676019,41243.37456284656,41371.81525850107,12.290452577778296,4604.794658088815,1909.2899480811568,1650.4025030408434,1,0.0,LP
rolling_scenario_mean14,eval_december,evaluation,2025-12-08,18,3,margin,10,19278.570242706606,19246.89545686038,19373.59460024529,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,eval_december,evaluation,2025-12-09,6,1,margin,11,60046.99928804702,59911.62556520019,60453.12045658752,273.07827146110685,3350.667481274439,1718.5282948744473,1516.3017040648374,1,0.0,LP
rolling_scenario_mean14,eval_december,evaluation,2025-12-09,12,2,margin,11,39548.79273950247,39513.52547218956,39654.594541441176,0.0,1317.2946771002466,554.6472041381846,496.7851030659841,1,0.0,LP
rolling_scenario_mean14,eval_december,evaluation,2025-12-09,18,3,margin,10,19379.541803965294,19344.70709306942,19484.04593665291,1.2505552149377763e-12,0.0,8.344954949279781e-13,7.626510978298029e-13,0,0.0,LP
rolling_scenario_mean14,eval_december,evaluation,2025-12-10,6,1,margin,11,61960.83700254905,61633.49115685309,62942.874539636934,3075.4884304279885,216.25171097942462,1533.8732788773343,1342.4207060912054,1,0.0,LP
rolling_scenario_mean14,eval_december,evaluation,2025-12-10,12,2,margin,11,40955.64810285863,40919.46452733172,41064.198829439345,0.0,2312.386329971198,1157.326780157888,1014.1174323053094,1,0.0,LP
rolling_scenario_mean14,eval_december,evaluation,2025-12-10,18,3,margin,10,19278.733631863335,19243.12218783258,19385.567963955596,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,eval_december,evaluation,2025-12-11,6,1,margin,11,60228.90281370781,59811.02027596492,61482.550426936505,2.2426033333333635,4312.4755921851865,1967.9033068561755,1815.71928900795,1,0.0,LP
rolling_scenario_mean14,eval_december,evaluation,2025-12-11,12,2,margin,11,38540.961468074485,38504.895875819195,38649.15824484037,75.59546146888977,1326.5513303881949,609.1098118760369,545.6478768066028,1,0.0,LP
rolling_scenario_mean14,eval_december,evaluation,2025-12-11,18,3,margin,10,19362.902159750858,19327.150793861187,19470.156257419872,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,eval_december,evaluation,2025-12-12,6,1,margin,11,25889.438341972997,25426.105870877505,27279.435755259474,2213.7898008661177,0.0,605.3501360645353,751.7454189780422,1,0.0,LP
rolling_scenario_mean14,eval_december,evaluation,2025-12-12,12,2,residual_2,11,18127.303205576594,18032.229689570628,18412.52375359449,5.56883866666675,3256.7667939518606,852.5662017158592,1005.0906371154899,1,0.0,LP+MILP
rolling_scenario_mean14,eval_december,evaluation,2025-12-12,18,3,margin,11,11786.119147482781,11731.434832900026,11950.172091231048,151.15552980757087,0.0,26.48246599776472,29.86660938911588,1,0.0,LP
rolling_scenario_mean14,eval_december,evaluation,2025-12-13,6,1,residual_2,11,26242.530262572818,25820.95993377066,27507.24124897929,1725.276066362223,406.93995740967324,668.3880417552091,834.7371766171807,1,0.0,LP
rolling_scenario_mean14,eval_december,evaluation,2025-12-13,12,2,residual_1,11,18308.733727738152,18248.122244718077,18490.56817679837,3.160940000000153,3174.4760160731053,859.8437295479266,1090.7220015470364,1,0.0,LP
rolling_scenario_mean14,eval_december,evaluation,2025-12-13,18,3,keep_previous,11,11982.675789452489,11928.08441594737,12146.449909967847,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,eval_december,evaluation,2025-12-14,6,1,residual_1,11,62351.059514086126,62222.52468927256,62736.6639885268,4661.387860805216,306.6923236982169,2301.7016671195797,2039.7262604311343,1,0.0,LP
rolling_scenario_mean14,eval_december,evaluation,2025-12-14,12,2,residual_0,11,40376.48545600728,40311.167290033714,40572.43995392796,39.41723950222138,800.5195910493829,291.6020636542878,265.3838185714666,1,0.0,LP
rolling_scenario_mean14,eval_december,evaluation,2025-12-14,18,3,keep_previous,11,19750.13306720945,19702.409954428545,19893.302405552156,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_scenario_mean14,eval_december,evaluation,2025-12-15,6,1,residual_0,11,64699.610965575885,64624.129188002684,64926.05629829549,4798.858532534448,260.7402505308652,2349.9806593214043,2103.5974902153516,1,0.0,LP
rolling_scenario_mean14,eval_december,evaluation,2025-12-15,12,2,margin,11,40763.7697210023,40709.16699279389,40927.577905627535,195.67711353086474,2070.561190119669,1010.6228348973764,908.0810147197393,1,0.0,LP
rolling_scenario_mean14,eval_december,evaluation,2025-12-15,18,3,keep_previous,11,19739.11400360736,19684.9088675266,19901.729411849643,0.0,0.0,0.0,0.0,0,0.0,LP
